"","player.x","n","player_id","team","team_id","position","SBgoals","SBapp","pos","player.y","club","total","rn","dist"
"645","JAMES MCCLEAN",63,58543,"WREXHAM",2859,"M",4,44,"M","JAMES MCCLEAN","Wrexham",4,685,0
"646","JAMES TILLEY",90,82566,"WYCOMBE",2898,"F",4,49,"M","JAMES TILLEY","Wimbledon",4,686,0
"647","JASON SVANTHORSSON",83,142555,"GRIMSBY",1148,"F",4,45,"M","JASON DADI SVANTHÓRSSON","Grimsby",4,687,0.164298569669414
"648","JAYSON MOLUMBY",63,95974,"WEST BROMWICH ALBION",2744,"M",4,38,"M","JAYSON MOLUMBY","West Bromwich",4,688,0
"649","JEREMY NGAKIA",47,117105,"WATFORD",2741,"D",1,29,"M","JEREMY KELLY","Crawley",4,689,0.239316239316239
"650","JEREMY KELLY",65,129529,"CRAWLEY",649,"M",4,41,"M","JEREMY KELLY","Crawley",4,689,0
"651","JOAO GOMES",75,146360,"WOLVES",2848,"M",4,40,"M","JOÃO GOMES","Wolves",4,690,0.0666666666666668
"652","JOEL COTTERILL",63,160347,"SWANSEA",2513,"M",4,44,"M","JOEL COTTERILL","Swindon",4,693,0
"653","JOELINTON",71,84656,"NEWCASTLE",1823,"M",4,37,"M","JOELINTON","Newcastle",4,694,0
"654","SON HEUNG-MIN",101,57526,"TOTTENHAM",2590,"F",11,46,"M","JOHN MCGINN","Aston Villa",4,695,0.274281274281274
"655","JOHN MCGINN",79,65810,"ASTON VILLA",154,"M",4,49,"M","JOHN MCGINN","Aston Villa",4,695,0
"656","JORDAN DAVIES",59,94452,"WREXHAM",2859,"M",4,19,"M","JORDAN DAVIES","Grimsby",4,696,0
"657","JORDAN ROBERTS",95,63852,"STEVENAGE",2499,"F",4,45,"M","JORDAN ROBERTS","Stevenage",4,697,0
"658","JOSH SHEEHAN",68,70940,"BOLTON",354,"M",4,37,"M","JOSH SHEEHAN","Bolton",4,698,0
"659","JUDE ARTHURS",76,134467,"BROMLEY",335,"M",4,45,"M","JUDE ARTHURS","Bromley",4,699,0
"660","KEANU BACCUS",79,100097,"MANSFIELD",1723,"M",4,41,"M","KEANU BACCUS","Mansfield",4,700,0
"661","KIERNAN DEWSBURY-HALL",103,100994,"CHELSEA",536,"M",4,31,"M","KIERNAN DEWSBURY-HALL","Chelsea",4,701,0
"662","LIAM MANDEVILLE",64,81968,"CHESTERFIELD",656,"M",4,46,"M","LIAM MANDEVILLE","Chesterfield",4,702,0
"663","LUKE YOUNG",54,58272,"CHELTENHAM",579,"M",4,37,"M","LUKE YOUNG","Cheltenham",4,704,0
"664","MAMADI CAMARA",81,137270,"READING",2125,"M",4,36,"M","MAMADI CAMARA","Reading",4,705,0
"665","MARCUS HARNESS",72,72070,"HUDDERSFIELD",1309,"M",4,45,"M","MARCUS HARNESS","Derby",4,706,0
"666","MATHEUS NUNES",65,129966,"MANCHESTER CITY",1718,"D",4,39,"M","MATHEUS NUNES","Manchester City",4,707,0
"667","MATT GRIMES",69,71589,"COVENTRY",621,"M",4,50,"M","MATT GRIMES","Coventry",4,708,0
"668","MORGAN WHITTAKER",100,124219,"MIDDLESBROUGH",1697,"F",4,38,"M","MORGAN WHITTAKER","Middlesbrough",4,709,0
"669","NATHANIEL MENDEZ-LAING",97,52128,"MILTON KEYNES DONS",2812,"F",3,44,"M","NATHANIEL MÉNDEZ-LAING","Derby",4,710,0.054112554112554
"670","OLIVER NORWOOD",63,56994,"STOCKPORT",2473,"M",4,47,"M","OLIVER NORWOOD","Stockport",4,711,0
"671","OLLIE CLARKE",81,53727,"SWINDON",2519,"M",4,32,"M","OLLIE CLARKE","Swindon",4,712,0
"672","REECO HACKETT",71,96096,"LINCOLN",1559,"F",4,36,"M","REECO HACKETT","Lincoln",4,714,0
"673","ROBBIE GOTTS",63,117906,"DONCASTER",800,"M",3,44,"M","ROBBIE GOTTS","Barrow",4,715,0
"674","ROSS BARKLEY",77,56987,"ASTON VILLA",154,"M",4,29,"M","ROSS BARKLEY","Aston Villa",4,716,0
"675","RYAN CROASDALE",80,73080,"PORT VALE",2083,"M",4,46,"M","RYAN CROASDALE","Port Vale",4,718,0
"676","RYAN YATES",71,95788,"NOTTINGHAM FOREST",1845,"M",4,39,"M","RYAN YATES","Nottingham Forest",4,719,0
"677","SAM FIELD",71,91434,"QPR",2093,"M",4,38,"M","SAM FIELD","QPR",4,720,0
"678","SULLAY KAIKAI",89,74807,"CAMBRIDGE",483,"F",4,28,"M","SULLAY KAIKAI","Cambridge",4,721,0
"679","TARIQE FOSU",111,77607,"NORTHAMPTON",1867,"F",4,36,"M","TARIQE FOSU","Northampton",4,722,0
"680","TATSUHIRO SAKAMOTO",71,139709,"COVENTRY",621,"M",4,47,"M","TATSUHIRO SAKAMOTO","Coventry",4,723,0
"681","TOM DELE-BASHIRU",77,107011,"WATFORD",2741,"M",4,30,"M","TOM DELE BASHIRU","Watford",4,725,0.0416666666666667
"682","TOM FELLOWS",73,134563,"WEST BROMWICH ALBION",2744,"M",4,46,"M","TOM FELLOWS","West Bromwich",4,726,0
"683","TOM NAYLOR",62,51386,"CHESTERFIELD",656,"M",4,45,"M","TOM NAYLOR","Chesterfield",4,727,0
"684","TYLER DIBLING",93,160471,"SOUTHAMPTON",2471,"M",4,38,"M","TYLER DIBLING","Southampton",4,728,0
"685","TYLER GOODRHAM",91,124903,"OXFORD",1964,"F",4,44,"M","TYLER GOODRHAM","Oxford",4,729,0
"686","WILSON ODOBERT",87,163877,"TOTTENHAM",2590,"M",4,22,"M","WILSON ODOBERT","Tottenham",4,730,0
"687","ANIS BEN SLIMANE",77,129306,"NORWICH CITY",1855,"M",3,37,"M","ANIS SLIMANE","Norwich",3,732,0.180555555555556
"688","ANWAR EL GHAZI",99,77114,"CARDIFF",485,"F",3,27,"M","ANWAR EL GHAZI","Cardiff",3,733,0
"689","BEN DOAK",113,148894,"LIVERPOOL",1563,"F",3,24,"M","BEN DOAK","Middlesbrough",3,734,0
"690","BEN WHITFIELD",78,88392,"BURTON",427,"M",3,43,"M","BEN WHITFIELD","Barrow",3,735,0
"691","BEN WOODBURN",76,92321,"SALFORD",4880,"M",3,34,"M","BEN WOODBURN","Salford",3,736,0
"692","BILAL EL KHANNOUSS",77,158323,"LEICESTER",1527,"M",3,36,"M","BILAL EL KHANNOUSS","Leicester",3,737,0
"693","CALLUM MAYCOCK",65,94502,"WIMBLEDON",4194,"M",3,34,"M","CALLUM MAYCOCK","Wimbledon",3,738,0
"694","CALLUM STYLES",59,91448,"WEST BROMWICH ALBION",2744,"M",3,35,"M","CALLUM STYLES","West Bromwich",3,739,0
"695","CAMERON BRANNAGAN",73,74212,"OXFORD",1964,"M",3,35,"M","CAMERON BRANNAGAN","Oxford",3,740,0
"696","CHARLIE LAKIN",65,110474,"WALSALL",2737,"M",3,44,"M","CHARLIE LAKIN","Walsall",3,741,0
"697","CIAN ASHFORD",85,182016,"CARDIFF",485,"M",3,31,"M","CIAN ASHFORD","Cardiff",3,742,0
"698","CIAN HAYES",89,126496,"PETERBOROUGH",1996,"F",3,37,"M","CIAN HAYES","Peterborough",3,743,0
"699","CJ HAMILTON",71,81935,"BLACKPOOL",317,"M",3,35,"M","CJ HAMILTON","Blackpool",3,744,0
"700","CURTIS JONES",81,111601,"LIVERPOOL",1563,"M",3,46,"M","CURTIS JONES","Liverpool",3,745,0
"701","DARREN OLDAKER",99,87186,"SWINDON",2519,"M",3,35,"M","DARREN OLDAKER","Chesterfield",3,746,0
"702","DAVID KASUMU",84,91152,"HUDDERSFIELD",1309,"M",3,34,"M","DAVID KASUMU","Huddersfield",3,747,0
"703","DIOGO DALOT",65,106203,"MANCHESTER UNITED",1724,"D",3,53,"M","DIOGO DALOT","Manchester United",3,748,0
"704","DOM JEFFERIES",63,125136,"LINCOLN",1559,"M",3,38,"M","DOM JEFFERIES","Lincoln",3,749,0
"705","DONYELL MALEN",115,104452,"ASTON VILLA",154,"F",5,22,"M","DONYELL PAINTING","Aston Villa",3,750,0.201923076923077
"706","ELLIOT NEWBY",61,87023,"BARROW",392,"M",3,48,"M","ELLIOT NEWBY","Barrow",3,751,0
"707","EVAN KHOURI",73,125094,"GRIMSBY",1148,"M",3,49,"M","EVAN KHOURI","Grimsby",3,752,0
"708","FABIO CARVALHO",83,116280,"BRENTFORD",378,"M",3,24,"M","FABIO CARVALHO","Brentford",3,753,0
"709","FLORIAN WIRTZ",73,129900,"LIVERPOOL",1563,"M",6,9,"M","FLORIAN BIANCHINI","Swansea",3,754,0.259426847662142
"710","FLORIAN BIANCHINI",95,171571,"SWANSEA",2513,"F",3,38,"M","FLORIAN BIANCHINI","Swansea",3,754,0
"711","GEORGE EARTHY",83,166507,"WEST HAM",2802,"M",3,40,"M","GEORGE EARTHY","Bristol City",3,755,0
"712","HECTOR KYPRIANOU",65,115960,"WATFORD",2741,"M",3,35,"M","HECTOR KYPRIANOU","Peterborough",3,757,0
"713","HERBIE KANE",82,92320,"HUDDERSFIELD",1309,"M",3,30,"M","HERBIE KANE","Huddersfield",3,758,0
"714","ILKAY GUNDOGAN",93,53392,"MANCHESTER CITY",1718,"M",3,50,"M","İLKAY GUNDOGAN","Manchester City",3,760,0.0476190476190477
"715","JACK GREALISH",81,64748,"MANCHESTER CITY",1718,"M",3,32,"M","JACK GREALISH","Manchester City",3,761,0
"716","JADEN PHILOGENE",91,125084,"IPSWICH",1372,"F",3,26,"M","JADEN PHILOGENE","Ipswich",3,762,0
"717","JAMIE LINDSAY",85,80864,"BRISTOL ROVERS",388,"M",3,32,"M","JAMIE LINDSAY","Bristol Rovers",3,764,0
"718","JASON KNIGHT",73,120175,"BRISTOL CITY",376,"M",3,50,"M","JASON KNIGHT","Bristol City",3,765,0
"719","JAY MATETE",83,125536,"SUNDERLAND",2493,"M",3,39,"M","JAY MATETE","Bolton",3,766,0
"720","JAYDEN FEVRIER",81,136039,"STOCKPORT",2473,"F",3,30,"M","JAYDEN FEVRIER","Stockport",3,767,0
"721","JAYDEN LUKER",67,172202,"LUTON",1628,"M",3,23,"M","JAYDEN LUKER","Grimsby",3,768,0
"722","JESURUN UCHEGBULAM",87,165402,"OLDHAM",1924,"M",1,1,"M","JESURUN UCHEGBULAM","Oldham",3,769,0
"723","JOE ARIBO",83,87883,"SOUTHAMPTON",2471,"M",3,37,"M","JOE ARIBO","Southampton",3,771,0
"724","JOSEPH O'BRIEN-WHITMARSH",97,143213,"SOUTHAMPTON",2471,"M",3,14,"M","JOE O'BRIEN-WHITMARSH","Accrington",3,772,0.18452380952381
"725","JOE WILLOCK",79,104450,"NEWCASTLE",1823,"M",3,41,"M","JOE WILLOCK","Newcastle",3,773,0
"726","JOHN SWIFT",61,76002,"PORTSMOUTH",2049,"M",3,37,"M","JOHN SWIFT","West Bromwich",3,774,0
"727","JOHN-KYMANI GORDON",93,130476,"COLCHESTER",612,"F",3,44,"M","JOHN-KYMANI GORDON","Colchester",3,775,0
"728","JORDAN SHIPLEY",68,94503,"PORT VALE",2083,"M",4,36,"M","JORDAN SHIPLEY","Shrewsbury",3,776,0
"729","JOSH ECCLES",77,114246,"COVENTRY",621,"M",3,44,"M","JOSH ECCLES","Coventry",3,777,0
"730","JULIO ENCISO",87,139593,"BRIGHTON",381,"M",3,29,"M","JULIO ENCISO","Ipswich",3,778,0
"731","KAI WHITMORE",73,154939,"NEWPORT COUNTY",1824,"M",3,30,"M","KAI WHITMORE","Newport",3,781,0
"732","KARAMOKO DEMBELE",109,120231,"QPR",2093,"F",3,25,"M","KARAMOKO DEMBÉLÉ","QPR",3,782,0.0833333333333334
"733","KOKI SAITO",95,162494,"QPR",2093,"F",3,42,"M","KOKI SAITO","QPR",3,783,0
"734","KYLE DEMPSEY",72,74369,"BOLTON",354,"M",3,17,"M","KYLE DEMPSEY","Bolton",3,784,0
"735","KYLE HURST",95,133387,"DONCASTER",800,"F",3,24,"M","KYLE HURST","Doncaster",3,785,0
"736","LOUIE SIBLEY",77,114117,"OXFORD",1964,"M",3,35,"M","LOUIE SIBLEY","Rotherham",3,786,0
"737","LUKE HARRIS",75,165688,"FULHAM",1055,"M",3,33,"M","LUKE HARRIS","Birmingham",3,787,0
"738","MADS FROKJAER-JENSEN",73,113159,"PRESTON",2054,"M",3,45,"M","MADS FRØKJAER-JENSEN","Preston",3,788,0.0333333333333334
"739","MARCUS BROWNE",67,90114,"WIMBLEDON",4194,"M",4,21,"M","MARCUS BROWNE","Wimbledon",3,789,0
"740","MARCUS TAVERNIER",73,96007,"BOURNEMOUTH",359,"M",3,32,"M","MARCUS TAVERNIER","Bournemouth",3,790,0
"741","MARK SYKES",75,84394,"BRISTOL CITY",376,"M",3,28,"M","MARK SYKES","Bristol City",3,791,0
"742","MASON BENNETT",89,61233,"HARROGATE",1222,"F",3,36,"M","MASON BENNETT","Burton",3,792,0
"743","MASON MOUNT",89,96788,"MANCHESTER UNITED",1724,"M",3,27,"M","MASON MOUNT","Manchester United",3,793,0
"744","MATEUS FERNANDES",89,165614,"SOUTHAMPTON",2471,"M",3,42,"M","MATEUS FERNANDES","Southampton",3,794,0
"745","MATT CROOKS",73,60015,"HULL",1310,"M",3,18,"M","MATT CROOKS","Hull",3,795,0
"746","MAX ANDERSON",57,94037,"CRAWLEY",649,"M",3,43,"M","MAX ANDERSON","Crawley",3,796,0
"747","MAXIM DE CUYPER",47,128768,"BRIGHTON",381,"D",1,12,"M","MAX ANDERSON","Crawley",3,796,0.316666666666667
"748","MIKEY JOHNSTON",93,93317,"WEST BROMWICH ALBION",2744,"F",3,41,"M","MIKEY JOHNSTON","West Bromwich",3,797,0
"749","MIKKEL DAMSGAARD",89,108888,"BRENTFORD",378,"M",3,43,"M","MIKKEL DAMSGAARD","Brentford",3,798,0
"750","MYKHAILO MUDRYK",85,117506,"CHELSEA",536,"M",3,15,"M","MYKHAILO MUDRYK","Chelsea",3,799,0
"751","MYLES HIPPOLYTE",71,76588,"WIMBLEDON",4194,"M",3,25,"M","MYLES HIPPOLYTE","Wimbledon",3,800,0
"752","MYLES PEART-HARRIS",91,133107,"BRENTFORD",378,"M",3,31,"M","MYLES PEART-HARRIS","Swansea",3,801,0
"753","NICOLAS MADSEN",77,111727,"QPR",2093,"M",3,34,"M","NICOLAS MADSEN","QPR",3,802,0
"754","NNAMDI OFOBORH",79,115449,"SWINDON",2519,"M",3,39,"M","NNAMDI OFOBORH","Swindon",3,803,0
"755","OLLIE O'NEILL",75,133536,"LEYTON ORIENT",1537,"M",3,33,"M","OLLIE O'NEILL","Leyton Orient",3,804,0
"756","OMARI HUTCHINSON",73,140950,"IPSWICH",1372,"M",3,32,"M","OMARI HUTCHINSON","Ipswich",3,805,0
"757","PATRICK KELLY",67,140780,"WEST HAM",2802,"M",3,35,"M","PATRICK KELLY","Doncaster",3,807,0
"758","PHOENIX PATTERSON",91,117318,"STEVENAGE",2499,"F",3,43,"M","PHOENIX PATTERSON","Fleetwood",3,808,0
"759","PRZEMYSLAW PLACHETA",71,120962,"OXFORD",1964,"M",3,33,"M","PRZEMYSLAW PLACHETA","Oxford",3,809,0
"760","RANDELL WILLIAMS",67,110348,"LEYTON ORIENT",1537,"M",3,36,"M","RANDELL WILLIAMS","Leyton Orient",3,812,0
"761","REECE COLE",67,90922,"EXETER",947,"M",3,25,"M","REECE COLE","Exeter",3,813,0
"762","REGAN HENDRY",72,93064,"MANSFIELD",1723,"M",3,28,"M","REGAN HENDRY","Tranmere",3,814,0
"763","RICO RICHARDS",66,128588,"PORT VALE",2083,"M",3,28,"M","RICO RICHARDS","Port Vale",3,815,0
"764","RODRIGO GOMES",95,134451,"WOLVES",2848,"F",3,28,"M","RODRIGO GOMES","Wolves",3,816,0
"765","RONALD",99,146657,"SWANSEA",2513,"F",3,49,"M","RONALD","Swansea",3,817,0
"766","RYAN COLCLOUGH",82,67490,"CHESTERFIELD",656,"F",3,40,"M","RYAN COLCLOUGH","Chesterfield",3,818,0
"767","RYAN LEDSON",74,75813,"HUDDERSFIELD",1309,"M",3,32,"M","RYAN LEDSON","Preston",3,819,0
"768","SAM FOLARIN",91,133311,"HARROGATE",1222,"F",3,23,"M","SAM FOLARIN","Harrogate",3,820,0
"769","SAM FOLEY",65,44029,"BARROW",392,"M",3,37,"M","SAM FOLEY","Barrow",3,821,0
"770","SCOTT SINCLAIR",69,45990,"BRISTOL ROVERS",388,"M",3,45,"M","SCOTT SINCLAIR","Bristol Rovers",3,822,0
"771","STEFAN THORDARSON",77,128902,"PRESTON",2054,"M",3,47,"M","STEFAN TEITUR THORDARSON","Preston",3,823,0.156045751633987
"772","TAYLOR GARDNER-HICKMAN",79,117114,"BIRMINGHAM",291,"M",3,36,"M","TAYLOR GARDNER-HICKMAN","Birmingham",3,824,0
"773","TAYLOR PERRY",67,115850,"SHREWSBURY",2325,"M",3,35,"M","TAYLOR PERRY","Shrewsbury",3,825,0
"774","TODD CANTWELL",79,96026,"BLACKBURN",308,"M",3,39,"M","TODD CANTWELL","Blackburn",3,826,0
"775","TOM BAYLISS",57,106137,"LINCOLN",1559,"M",3,36,"M","TOM BAYLISS","Lincoln",3,827,0
"776","TOM WATSON",117,172185,"BRIGHTON",381,"F",3,22,"M","TOMMY WATSON","Sunderland",3,828,0.0555555555555556
"777","YAKOU MEITE",97,85331,"CARDIFF",485,"F",3,34,"M","YAKOU MÉÏTÉ","Cardiff",3,829,0.181818181818182
"778","AARON LEWIS",54,96407,"MANSFIELD",1723,"D",2,44,"M","AARON LEWIS","Mansfield",2,831,0
"779","ADAMA TRAORE",81,69877,"FULHAM",1055,"F",2,41,"M","ADAMA TRAORÉ","Fulham",2,832,0.0555555555555557
"780","AMANKWAH FORSON",75,143069,"NORWICH CITY",1855,"M",2,24,"M","AMANKWAH FORSON","Norwich",2,833,0
"781","ANDRE DOZZELL",65,90351,"PORTSMOUTH",2049,"M",2,41,"M","ANDRE DOZZELL","Portsmouth",2,834,0
"782","ANDREAS PEREIRA",65,77615,"FULHAM",1055,"M",2,37,"M","ANDREAS PEREIRA","Fulham",2,835,0
"783","ANDY CANNON",65,78151,"WREXHAM",2859,"M",2,25,"M","ANDY CANNON","Wrexham",2,836,0
"784","ANTONY EVANS",86,97327,"HUDDERSFIELD",1309,"M",2,35,"M","ANTONY EVANS","Huddersfield",2,838,0
"785","ARMANI LITTLE",63,107795,"GILLINGHAM",1098,"M",2,34,"M","ARMANI LITTLE","Gillingham",2,839,0
"786","BEN ELLIOTT",73,144382,"READING",2125,"M",2,22,"M","BEN ELLIOTT","Reading",2,842,0
"787","BOBBY DE CORDOVA-REID",107,59412,"LEICESTER",1527,"F",2,27,"M","BOBBY DE CORDOVA-REID","Leicester",2,843,0
"788","BRADLEY IBRAHIM",57,153724,"PLYMOUTH",2036,"M",2,35,"M","BRADLEY IBRAHIM","Crawley",2,844,0
"789","BRANDON COOPER",45,99424,"LEYTON ORIENT",1537,"D",2,37,"M","BRANDON COOPER","Leyton Orient",2,845,0
"790","BRANDON COVER",97,145200,"LEICESTER",1527,"M",2,28,"M","BRANDON COVER","Port Vale",2,846,0
"791","CARLOS ALCARAZ",61,154676,"EVERTON",942,"M",2,17,"M","CARLOS ALCARAZ","Everton",2,849,0
"792","CAYLAN VICKERS",115,181641,"BRIGHTON",381,"F",2,19,"M","CAYLAN VICKERS","Mansfield",2,850,0
"793","CHARLES VERNAM",81,96011,"GRIMSBY",1148,"F",2,19,"M","CHARLES VERNAM","Grimsby",2,851,0
"794","CHRIS WILLOCK",71,85144,"CARDIFF",485,"M",2,34,"M","CHRIS WILLOCK","Cardiff",2,852,0
"795","CONNOR LEMONHEIGH-EVANS",81,100511,"MILTON KEYNES DONS",2812,"M",2,35,"M","CONNOR LEMONHEIGH-EVANS","Milton Keynes",2,853,0
"796","CONOR CHAPLIN",83,79825,"IPSWICH",1372,"F",2,23,"M","CONOR CHAPLIN","Ipswich",2,854,0
"797","DAICHI KAMADA",73,103730,"CRYSTAL PALACE",646,"M",2,43,"M","DAICHI KAMADA","Crystal Palace",2,855,0
"798","DAN NEIL",69,117316,"SUNDERLAND",2493,"M",2,48,"M","DAN NEIL","Sunderland",2,856,0
"799","DANNY IMRAY",41,129185,"BLACKPOOL",317,"D",2,42,"M","DANNY IMRAY","Bromley",2,857,0
"800","DANNY MAYOR",66,51215,"FLEETWOOD",990,"M",2,43,"M","DANNY MAYOR","Fleetwood",2,858,0
"801","DAVID BROOKS",65,87759,"BOURNEMOUTH",359,"M",2,33,"M","DAVID BROOKS","Bournemouth",2,860,0
"802","ZEIDANE INOUSSA",81,137547,"SWANSEA",2513,"F",3,6,"M","DEAN CORNELIUS","Harrogate",2,861,0.266378066378066
"803","DIALLANG JAIYESIMI",77,96030,"LEYTON ORIENT",1537,"M",2,35,"M","DIALLANG JAIYESIMI","Leyton Orient",2,862,0
"804","DOMINIC SADI",99,166396,"BOURNEMOUTH",359,"F",2,23,"M","DOMINIC SADI","Carlisle",2,863,0
"805","DYLAN DUFFY",70,143184,"CHESTERFIELD",656,"M",2,29,"M","DYLAN DUFFY","Chesterfield",2,864,0
"806","ED FRANCIS",65,107010,"EXETER",947,"M",2,46,"M","ED FRANCIS","Exeter",2,865,0
"807","ELLIOT ANDERSON",65,87583,"NOTTINGHAM FOREST",1845,"M",2,42,"M","ELLIOT ANDERSON","Nottingham Forest",2,866,0
"808","FABIO JALO",107,165989,"BARNSLEY",208,"F",2,18,"M","FÁBIO JALÓ","Barnsley",2,868,0.133333333333333
"809","GEORGE BYERS",70,76796,"PORT VALE",2083,"M",2,23,"M","GEORGE BYERS","Port Vale",2,869,0
"810","GEORGE HALL",67,147554,"BIRMINGHAM",291,"M",2,19,"M","GEORGE HALL","Walsall",2,870,0
"811","GEORGE HONEYMAN",63,81316,"BLACKPOOL",317,"M",2,45,"M","GEORGE HONEYMAN","Millwall",2,871,0
"812","GEORGE MCEACHRAN",67,97830,"GRIMSBY",1148,"M",2,47,"M","GEORGE MCEACHRAN","Grimsby",2,872,0
"813","GIORGI CHAKVETADZE",71,108025,"WATFORD",2741,"M",2,41,"M","GIORGI CHAKVETADZE","Watford",2,873,0
"814","GONCALO FRANCO",71,133386,"SWANSEA",2513,"M",2,42,"M","GONÇALO FRANCO","Swansea",2,874,0.0476190476190477
"815","GRANT WARD",71,81736,"BRISTOL ROVERS",388,"M",2,38,"M","GRANT WARD","Bristol Rovers",2,875,0
"816","HARRY FORSTER",81,122161,"CRAWLEY",649,"F",2,26,"M","HARRY FORSTER","Crawley",2,877,0
"817","HARRY MCKIRDY",77,96455,"CRAWLEY",649,"F",2,9,"M","HARRY MCKIRDY","Bromley",2,878,0
"818","HARVEY WHITE",75,115841,"STEVENAGE",2499,"M",2,44,"M","HARVEY WHITE","Stevenage",2,879,0
"819","ILIAS CHAIR",73,106669,"QPR",2093,"M",2,29,"M","ILIAS CHAIR","QPR",2,882,0
"820","ILMARI NISKANEN",69,77131,"EXETER",947,"M",2,44,"M","ILMARI NISKANEN","Exeter",2,883,0
"821","IMRAN LOUZA",67,117522,"WATFORD",2741,"M",2,37,"M","IMRAN LOUZA","Watford",2,884,0
"822","ISAIAH JONES",101,129155,"LUTON",1628,"F",2,41,"M","ISAIAH JONES","Luton",2,885,0
"823","JACK EARING",55,96077,"BARROW",392,"M",2,24,"M","JACK EARING","Walsall",2,886,0
"824","JACK MCMILLAN",43,80312,"EXETER",947,"D",2,48,"M","JACK MCMILLAN","Exeter",2,887,0
"825","JACK ROLES",63,107033,"CRAWLEY",649,"M",3,24,"M","JACK ROLES","Crawley",2,888,0
"826","JACK SHORROCK",82,166957,"PORT VALE",2083,"M",2,19,"M","JACK SHORROCK","Port Vale",2,889,0
"827","JACK TAYLOR",71,94511,"IPSWICH",1372,"M",2,36,"M","JACK TAYLOR","Ipswich",2,890,0
"828","JAKE REEVES",63,60997,"WIMBLEDON",4194,"M",2,33,"M","JAKE REEVES","Wimbledon",2,891,0
"829","JAMES BREE",51,75858,"SOUTHAMPTON",2471,"D",2,23,"M","JAMES BREE","Southampton",2,892,0
"830","JEAN-RICNER BELLEGARDE",79,94371,"WOLVES",2848,"M",2,39,"M","JEAN-RICNER BELLEGARDE","Wolves",2,893,0
"831","JEVANI BROWN",107,98726,"BRISTOL ROVERS",388,"F",2,16,"M","JEVANI BROWN","Notts County",2,894,0
"832","JOEL TABINER",65,143905,"CREWE",652,"M",2,43,"M","JOEL TABINER","Crewe",2,895,0
"833","JORDAN BROWN",61,130261,"BLACKPOOL",317,"M",2,52,"M","JORDAN BROWN","Leyton Orient",2,896,0
"834","JOSH CULLEN",79,81734,"BURNLEY",435,"M",2,44,"M","JOSH CULLEN","Burnley",2,897,0
"835","JOSH HAWKES",67,101331,"OLDHAM",1924,"M",2,24,"M","JOSH HAWKES","Tranmere",2,898,0
"836","JOSH LAURENT",83,74251,"BURNLEY",435,"M",2,48,"M","JOSH LAURENT","Burnley",2,899,0
"837","JUSTIN DEVENNY",91,123762,"CRYSTAL PALACE",646,"M",2,28,"M","JUSTIN DEVENNY","Crystal Palace",2,900,0
"838","KANE THOMPSON-SOMMERS",79,165913,"MILTON KEYNES DONS",2812,"M",2,24,"M","KANE THOMPSON-SOMMERS","Milton Keynes",2,902,0
"839","KAROY ANDERSON",75,166565,"CHARLTON",527,"M",2,45,"M","KAROY ANDERSON","Charlton",2,903,0
"840","KASEY PALMER",77,90836,"HULL",1310,"M",2,31,"M","KASEY PALMER","Hull",2,904,0
"841","KENZO GOUDMIJN",71,116314,"DERBY",747,"M",2,44,"M","KENZO GOUDMIJN","Derby",2,905,0
"842","KLAIDI LOLOS",95,111911,"BOLTON",354,"F",2,25,"M","KLAIDI LOLOS","Bolton",2,907,0
"843","KOBBIE MAINOO",97,145084,"MANCHESTER UNITED",1724,"M",2,37,"M","KOBBIE MAINOO","Manchester United",2,908,0
"844","LEON BAILEY",89,87296,"ASTON VILLA",154,"M",2,38,"M","LEON BAILEY","Aston Villa",2,910,0
"845","LEWIS BATE",51,130358,"STOCKPORT",2473,"M",2,34,"M","LEWIS BATE","Stockport",2,911,0
"846","LEWIS DOBBIN",105,125638,"ASTON VILLA",154,"F",2,29,"M","LEWIS DOBBIN","Norwich",2,912,0
"847","LEWIS MILEY",87,166509,"NEWCASTLE",1823,"M",2,19,"M","LEWIS MILEY","Newcastle",2,913,0
"848","LEWIS RICHARDS",53,116534,"BRADFORD",234,"D",2,25,"M","LEWIS RICHARDS","Bradford",2,914,0
"849","LEWIS TRAVIS",91,96625,"BLACKBURN",308,"M",2,39,"M","LEWIS TRAVIS","Blackburn",2,915,0
"850","LIAM DULSON",76,194192,"CHELTENHAM",579,"F",2,31,"M","LIAM DULSON","Cheltenham",2,916,0
"851","LIAM SHAW",89,116452,"NORTHAMPTON",1867,"M",2,20,"M","LIAM SHAW","Northampton",2,917,0
"852","LOUIS THOMPSON",79,65448,"STEVENAGE",2499,"M",2,41,"M","LOUIS THOMPSON","Stevenage",2,919,0
"853","LUCA CONNELL",95,118095,"BARNSLEY",208,"M",2,46,"M","LUCA CONNELL","Barnsley",2,920,0
"854","LUCA KOLEOSHO",109,161130,"BURNLEY",435,"F",2,30,"M","LUCA KOLEOSHO","Burnley",2,921,0
"855","LUCAS ANDERSEN",79,60192,"QPR",2093,"M",2,35,"M","LUCAS ANDERSEN","QPR",2,922,0
"856","LASSE NORDAS",102,139273,"LUTON",1628,"F",2,14,"M","LUCAS ANDERSEN","QPR",2,922,0.234126984126984
"857","LUKE MCCORMICK",83,107005,"BRISTOL ROVERS",388,"M",2,22,"M","LUKE MCCORMICK","Bristol Rovers",2,923,0
"858","LUKE THOMAS",73,88192,"BRISTOL ROVERS",388,"M",2,39,"M","LUKE THOMAS","Bristol Rovers",2,924,0
