"","player.x","n","player_id","team","team_id","position","SBgoals","SBapp","pos","player.y","club","total","rn","dist"
"214","WILLIAM SALIBA",45,114630,"ARSENAL",142,"D",2,51,"D","WILLIAM SALIBA","Arsenal",2,219,0
"215","WOUT FAES",49,92706,"LEICESTER",1527,"D",2,37,"D","WOUT FAES","Leicester",2,220,0
"216","ZAK JULES",47,88988,"ROTHERHAM",2180,"D",2,23,"D","ZAK JULES","Rotherham",2,221,0
"217","AARON MCGOWAN",45,69101,"NORTHAMPTON",1867,"D",1,35,"D","AARON MCGOWAN","Northampton",1,222,0
"218","ABDUKODIR KHUSANOV",63,160396,"MANCHESTER CITY",1718,"D",1,11,"D","ABDUKODIR KHUSANOV","Manchester City",1,223,0
"219","ADAM LEWIS",39,121902,"CHESTERFIELD",656,"D",1,48,"D","ADAM LEWIS","Morecambe",1,224,0
"220","ADAM WEBSTER",53,63578,"BRIGHTON",381,"D",1,20,"D","ADAM WEBSTER","Brighton",1,225,0
"221","ADEN FLINT",60,50198,"MANSFIELD",1723,"D",1,38,"D","ADEN FLINT","Mansfield",1,226,0
"222","ALEX COCHRANE",57,100072,"BIRMINGHAM",291,"D",1,47,"D","ALEX COCHRANE","Birmingham",1,227,0
"223","ALEX REID",107,100439,"OLDHAM",1924,"F",1,2,"D","ALEX HARTRIDGE","Exeter",1,228,0.17989417989418
"224","ALEX HARTRIDGE",49,101667,"WYCOMBE",2898,"D",1,29,"D","ALEX HARTRIDGE","Exeter",1,228,0
"225","ALFONS SAMPSTED",45,101405,"BIRMINGHAM",291,"D",1,21,"D","ALFONS SAMPSTED","Birmingham",1,229,0
"226","AMADOU MBENGUE",45,144468,"QPR",2093,"D",1,36,"D","AMADOU SALIF MBENGUE","Reading",1,230,0.1
"227","ANGUS MACDONALD",51,60028,"EXETER",947,"D",1,16,"D","ANGUS MACDONALD","Exeter",1,231,0
"228","ANTHONY O'CONNOR",48,66504,"HARROGATE",1222,"D",1,50,"D","ANTHONY O'CONNOR","Harrogate",1,233,0
"229","ASHLEY PHILLIPS",63,149126,"TOTTENHAM",2590,"D",1,39,"D","ASHLEY PHILLIPS","Stoke",1,235,0
"230","BAILY CARGILL",52,72997,"MANSFIELD",1723,"D",1,36,"D","BAILY CARGILL","Mansfield",1,238,0
"231","BASHIR HUMPHREYS",53,144385,"BURNLEY",435,"D",1,28,"D","BASHIR HUMPHREYS","Burnley",1,239,0
"232","BEN CHILWELL",47,87733,"CHELSEA",536,"D",1,12,"D","BEN CHILWELL","Crystal Palace",1,241,0
"233","BEN CHRISENE",57,124213,"NORWICH CITY",1855,"D",1,28,"D","BEN CHRISENE","Norwich",1,242,0
"234","BEN JOHNSON",55,97116,"IPSWICH",1372,"D",1,27,"D","BEN JOHNSON","Ipswich",1,244,0
"235","BEN NELSON",63,133485,"LEICESTER",1527,"D",1,17,"D","BEN NELSON","Oxford",1,245,0
"236","BENN WARD",51,181536,"ACCRINGTON",42,"D",1,21,"D","BENN WARD","Accrington",1,246,0
"237","ABDALLAH SIMA",111,134229,"BRIGHTON",381,"F",3,9,"D","BRAD HILLS","Stockport",1,247,0.284045584045584
"238","BRAD HILLS",49,136743,"NORWICH CITY",1855,"D",1,23,"D","BRAD HILLS","Stockport",1,247,0
"239","BYRON WEBSTER",52,40425,"BROMLEY",335,"D",1,31,"D","BYRON WEBSTER","Bromley",1,248,0
"240","CALEB OKOLI",53,117911,"LEICESTER",1527,"D",1,23,"D","CALEB OKOLI","Leicester",1,249,0
"241","CALLUM DOYLE",43,136373,"MANCHESTER CITY",1718,"D",1,43,"D","CALLUM DOYLE","Norwich",1,250,0
"242","CALUM MACDONALD",58,96015,"MANSFIELD",1723,"D",1,7,"D","CALUM MACDONALD","Mansfield",1,252,0
"243","CALUM SCANLON",47,174584,"LIVERPOOL",1563,"D",1,4,"D","CALUM SCANLON","Millwall",1,253,0
"244","CARL JOHNSTON",49,125537,"PETERBOROUGH",1996,"D",1,43,"D","CARL JOHNSTON","Fleetwood",1,254,0
"245","CHARLIE BARKER",43,133117,"CRAWLEY",649,"D",1,42,"D","CHARLIE BARKER","Crawley",1,255,0
"246","CHARLIE GOODE",53,86099,"STEVENAGE",2499,"D",1,22,"D","CHARLIE GOODE","Stevenage",1,256,0
"247","CHARLIE HUGHES",47,144513,"HULL",1310,"D",1,28,"D","CHARLIE HUGHES","Hull",1,257,0
"248","CHEY DUNKLEY",53,66137,"CHESTERFIELD",656,"D",1,10,"D","CHEY DUNKLEY","Chesterfield",1,258,0
"249","CHRIS MEPHAM",43,100492,"BOURNEMOUTH",359,"D",1,40,"D","CHRIS MEPHAM","Sunderland",1,259,0
"250","CHRIS RICHARDS",59,111665,"CRYSTAL PALACE",646,"D",1,32,"D","CHRIS RICHARDS","Crystal Palace",1,260,0
"251","CHRISTOPH KLARER",51,107794,"BIRMINGHAM",291,"D",1,48,"D","CHRISTOPH KLARER","Birmingham",1,261,0
"252","CIARAN KELLY",59,92932,"BRADFORD",234,"D",1,21,"D","CIARAN KELLY","Bradford",1,262,0
"253","CLINTON MOLA",55,117662,"BRISTOL ROVERS",388,"D",1,37,"D","CLINTON MOLA","Bristol Rovers",1,264,0
"254","CODY DRAMEH",55,115869,"HULL",1310,"D",1,29,"D","CODY DRAMEH","Hull",1,265,0
"255","CONOR MASTERSON",49,89682,"GILLINGHAM",1098,"D",1,25,"D","CONOR MASTERSON","Gillingham",1,266,0
"256","CONOR SHAUGHNESSY",45,106486,"PORTSMOUTH",2049,"D",1,9,"D","CONOR SHAUGHNESSY","Portsmouth",1,267,0
"257","CRISTIAN ROMERO",55,114081,"TOTTENHAM",2590,"D",1,26,"D","CRISTIAN ROMERO","Tottenham",1,268,0
"258","CURTIS TILT",43,79206,"BRADFORD",234,"D",1,41,"D","CURTIS TILT","Salford",1,269,0
"259","DAN SWEENEY",51,89616,"STEVENAGE",2499,"D",1,22,"D","DAN SWEENEY","Stevenage",1,270,0
"260","DANIEL HARVIE",47,80674,"WYCOMBE",2898,"D",1,34,"D","DANIEL HARVIE","Wycombe",1,271,0
"261","DANNY ANDREW",47,71461,"CAMBRIDGE",483,"D",1,35,"D","DANNY ANDREW","Cambridge",1,272,0
"262","DARA O'SHEA",61,96131,"IPSWICH",1372,"D",1,39,"D","DARA O'SHEA","Burnley",1,273,0
"263","DARNELL FURLONG",39,80303,"WEST BROMWICH ALBION",2744,"D",1,43,"D","DARNELL FURLONG","West Bromwich",1,274,0
"264","DEJI ELEREWE",42,143709,"BROMLEY",335,"D",1,18,"D","DEJI ELEREWE","Bromley",1,275,0
"265","DOMINIC IORFA",47,74586,"SHEFFIELD WEDNESDAY",2330,"D",1,23,"D","DOMINIC IORFA","Sheffield Wednesday",1,277,0
"266","DOMINIC TELFORD",97,77032,"BARNET",344,"F",1,20,"D","DOMINIC IORFA","Sheffield Wednesday",1,277,0.185625485625486
"267","DONALD LOVE",45,88249,"ACCRINGTON",42,"D",1,44,"D","DONALD LOVE","Accrington",1,278,0
"268","DOUG THARME",49,108039,"GRIMSBY",1148,"D",1,28,"D","DOUG THARME","Grimsby",1,279,0
"269","DYLAN WILLIAMS",43,137263,"BURTON",427,"D",1,29,"D","DYLAN WILLIAMS","Burton",1,280,0
"270","EIRAN CASHIN",57,139071,"BRIGHTON",381,"D",1,24,"D","EIRAN CASHIN","Derby",1,282,0
"271","ELLIOTT MOORE",47,95978,"OXFORD",1964,"D",1,27,"D","ELLIOTT MOORE","Oxford",1,283,0
"272","ELLIS IANDOLO",43,86929,"COLCHESTER",612,"D",1,47,"D","ELLIS IANDOLO","Colchester",1,284,0
"273","EMMANUEL AGBADOU",51,134429,"WOLVES",2848,"D",1,18,"D","EMMANUEL AGBADOU","Wolves",1,285,0
"274","EMMANUEL MONTHE",51,75406,"OLDHAM",1924,"D",1,1,"D","EMMANUEL LONGELO","Cambridge",1,286,0.15
"275","ETHAN PYE",45,143268,"STOCKPORT",2473,"D",1,46,"D","ETHAN PYE","Stockport",1,287,0
"276","FARREND RAWSON",49,77612,"ACCRINGTON",42,"D",1,41,"D","FARREND RAWSON","Accrington",1,288,0
"277","GABRIEL OTEGBAYO",53,195240,"SHEFFIELD WEDNESDAY",2330,"D",1,15,"D","GABRIEL OTEGBAYO","Sheffield Wednesday",1,290,0
"278","GEORGE EDMUNDSON",55,86915,"MIDDLESBROUGH",1697,"D",1,26,"D","GEORGE EDMUNDSON","Middlesbrough",1,291,0
"279","GEORGIE GENT",55,170915,"BARNSLEY",208,"D",1,28,"D","GEORGIE GENT","Barnsley",1,292,0
"280","GRANT HALL",55,50965,"SWINDON",2519,"D",1,16,"D","GRANT HALL","Swindon",1,293,0
"281","HAJI MNOGA",54,116569,"SALFORD",4880,"D",1,41,"D","HAJI MNOGA","Salford",1,294,0
"282","HAYDEN COULSON",47,85451,"BLACKPOOL",317,"D",1,39,"D","HAYDEN COULSON","Blackpool",1,295,0
"283","HAYDON ROBERTS",59,114389,"BRISTOL CITY",376,"D",1,34,"D","HAYDON ROBERTS","Bristol City",1,296,0
"284","JACK BALDWIN",61,61223,"NORTHAMPTON",1867,"D",1,24,"D","JACK BALDWIN","Northampton",1,298,0
"285","FACUNDO PELLISTRI",135,134677,"MANCHESTER UNITED",1724,"F",2,7,"D","JACK ELLIS","Carlisle",1,299,0.243137254901961
"286","JACK FITZWATER",45,87987,"EXETER",947,"D",1,19,"D","JACK FITZWATER","Exeter",1,300,0
"287","JACK SANDERS",59,128431,"MILTON KEYNES DONS",2812,"D",1,13,"D","JACK SANDERS","Milton Keynes",1,301,0
"288","JACK STEPHENS",45,56993,"SOUTHAMPTON",2471,"D",1,19,"D","JACK STEPHENS","Southampton",1,302,0
"289","JACK STEVENS",109,127029,"OLDHAM",1924,"F",1,1,"D","JACK STEPHENS","Southampton",1,302,0.0790598290598291
"290","JACOB GREAVES",59,123112,"IPSWICH",1372,"D",1,26,"D","JACOB GREAVES","Ipswich",1,303,0
"291","JAKE BIDWELL",55,53087,"COVENTRY",621,"D",1,31,"D","JAKE BIDWELL","Coventry",1,304,0
"292","JAKUB KIWIOR",53,131639,"ARSENAL",142,"D",1,30,"D","JAKUB KIWIOR","Arsenal",1,305,0
"293","JAMES DORNELLY",57,182805,"PETERBOROUGH",1996,"D",1,29,"D","JAMES DORNELLY","Peterborough",1,306,0
"294","JAMES GIBBONS",59,94209,"CAMBRIDGE",483,"D",1,30,"D","JAMES GIBBONS","Cambridge",1,307,0
"295","JAMES TARKOWSKI",41,58187,"EVERTON",942,"D",1,34,"D","JAMES TARKOVSKY","Everton",1,308,0.0888888888888889
"296","JAN PAUL VAN HECKE",59,116885,"BRIGHTON",381,"D",1,39,"D","JAN PAUL VAN HECKE","Brighton",1,310,0
"297","JASON KERR",47,78069,"WIGAN",2783,"D",1,48,"D","JASON KERR","Wigan",1,311,0
"298","JAYDEN SWEENEY",39,122977,"GRIMSBY",1148,"D",1,25,"D","JAYDEN SWEENEY","Leyton Orient",1,312,0
"299","JOACHIM ANDERSEN",45,77057,"FULHAM",1055,"D",1,34,"D","JOACHIM ANDERSEN","Fulham",1,313,0
"300","JOE BRYAN",49,63310,"MILLWALL",1699,"D",1,44,"D","JOE BRYAN","Millwall",1,314,0
"301","JOE EDWARDS",47,51767,"PLYMOUTH",2036,"D",1,18,"D","JOE EDWARDS","Plymouth",1,315,0
"302","JOE LEWIS",53,115461,"WIMBLEDON",4194,"D",1,43,"D","JOE LEWIS","Wimbledon",1,316,0
"303","JOE RAFFERTY",41,66012,"ROTHERHAM",2180,"D",1,40,"D","JOE RAFFERTY","Rotherham",1,317,0
"304","JOE RODON",52,89709,"LEEDS",1524,"D",1,48,"D","JOE RODON","Leeds",1,318,0
"305","JOE THOMAS",57,195353,"NEWPORT COUNTY",1824,"D",1,23,"D","JOE THOMAS","Newport",1,319,0
"306","JOEL LATIBEAUDIERE",57,105851,"COVENTRY",621,"D",1,36,"D","JOEL LATIBEAUDIERE","Coventry",1,320,0
"307","JOHN-JOE O'TOOLE",45,47180,"WIMBLEDON",4194,"D",1,7,"D","JOHN-JOE O'TOOLE","Wimbledon",1,321,0
"308","JON GUTHRIE",47,66884,"NORTHAMPTON",1867,"D",1,26,"D","JON GUTHRIE","Northampton",1,322,0
"309","JORDAN STOREY",51,94515,"PRESTON",2054,"D",1,41,"D","JORDAN STOREY","Preston",1,324,0
"310","JORDAN TURNBULL",49,76981,"TRANMERE",2598,"D",1,46,"D","JORDAN TURNBULL","Tranmere",1,325,0
"311","JOSE CORDOBA",61,118882,"NORWICH CITY",1855,"D",1,36,"D","JOSÉ CÓRDOBA","Norwich",1,326,0.161111111111111
"312","JOSH DACRES-COGLEY",43,103555,"BOLTON",354,"D",1,46,"D","JOSH DACRES-COGLEY","Bolton",1,327,0
"313","JOSH FEENEY",43,139072,"HUDDERSFIELD",1309,"D",1,38,"D","JOSH FEENEY","Shrewsbury",1,328,0
"314","JOSHUA KEY",45,107531,"SWANSEA",2513,"D",1,47,"D","JOSH KEY","Swansea",1,329,0.0666666666666668
"315","JOSH RUFFELS",55,58269,"HUDDERSFIELD",1309,"D",1,23,"D","JOSH RUFFELS","Huddersfield",1,330,0
"316","JULIO PLEGUEZUELO",43,94263,"PLYMOUTH",2036,"D",1,29,"D","JULIO PLEGUEZUELO","Plymouth",1,331,0
"317","JUNIOR TCHAMADEU",53,136718,"STOKE",2477,"D",1,45,"D","JUNIOR TCHAMADEU","Stoke",1,332,0
"318","KAYNE RAMSAY",45,114377,"CHARLTON",527,"D",1,36,"D","KAYNE RAMSAY","Charlton",1,333,0
"319","KRYSTIAN BIELIK",55,77500,"BIRMINGHAM",291,"D",1,36,"D","KRYSTIAN BIELIK","Birmingham",1,336,0
"320","KYLE CAMERON",38,89796,"BROMLEY",335,"D",1,17,"D","KYLE CAMERON","Barrow",1,337,0
"321","LAURENCE MAGUIRE",55,77788,"MILTON KEYNES DONS",2812,"D",1,30,"D","LAURENCE MAGUIRE","Milton Keynes",1,338,0
"322","LEE BUCHANAN",49,118333,"BIRMINGHAM",291,"D",1,3,"D","LEE BUCHANAN","Birmingham",1,339,0
"323","LOUM TCHAOUNA",95,143494,"BURNLEY",435,"F",1,11,"D","LEE BUCHANAN","Birmingham",1,339,0.280982905982906
"324","LEIF DAVIS",51,117236,"IPSWICH",1372,"D",1,33,"D","LEIF DAVIS","Ipswich",1,340,0
"325","LENY YORO",63,160263,"MANCHESTER UNITED",1724,"D",1,32,"D","LENY YORO","Manchester United",1,341,0
"326","LEO DURU",63,186055,"BLACKBURN",308,"D",1,11,"D","LEO DURU","Barrow",1,342,0
"327","LEWIE COYLE",43,89570,"HULL",1310,"D",1,46,"D","LEWIE COYLE","Hull",1,343,0
"328","LEWIS CASS",38,115856,"HARROGATE",1222,"D",1,28,"D","LEWIS CASS","Grimsby",1,344,0
"329","LEWIS MONTSMA",47,130462,"LINCOLN",1559,"D",1,19,"D","LEWIS MONTSMA","Lincoln",1,345,0
"330","LIAM BENNETT",45,143435,"CAMBRIDGE",483,"D",1,44,"D","LIAM BENNETT","Cambridge",1,346,0
"331","LIAM KITCHING",53,110111,"COVENTRY",621,"D",1,33,"D","LIAM KITCHING","Coventry",1,347,0
"332","LIAM LINDSAY",49,71286,"PRESTON",2054,"D",1,43,"D","LIAM LINDSAY","Preston",1,348,0
"333","LIAM MCCARRON",85,115834,"NORTHAMPTON",1867,"M",1,18,"D","LIAM MCCARRON","Northampton",1,349,0
"334","LIAM SHEPHARD",60,78221,"SALFORD",4880,"D",1,25,"D","LIAM SHEPHARD","Salford",1,350,0
"335","LUCA HOOLE",47,123218,"SHREWSBURY",2325,"D",1,42,"D","LUCA HOOLE","Shrewsbury",1,351,0
"336","LUKE CHAMBERS",61,144531,"LIVERPOOL",1563,"D",1,13,"D","LUKE CHAMBERS","Wigan",1,352,0
"337","LUKE ROBINSON",49,133373,"WIGAN",2783,"D",1,27,"D","LUKE ROBINSON","Wigan",1,353,0
"338","MACKENZIE HUNT",49,144032,"FLEETWOOD",990,"D",1,40,"D","MACKENZIE HUNT","Fleetwood",1,354,0
"339","MANUEL BENSON",99,75759,"BURNLEY",435,"F",1,5,"D","MANDELA EGBO","Colchester",1,355,0.222934472934473
"340","MANDELA EGBO",47,110460,"COLCHESTER",612,"D",1,48,"D","MANDELA EGBO","Colchester",1,355,0
"341","AUNE HEGGEBO",85,111755,"WEST BROMWICH ALBION",2744,"F",1,6,"D","MANDELA EGBO","Colchester",1,355,0.222222222222222
"342","MATTY CASH",51,90314,"ASTON VILLA",154,"D",1,38,"D","MATTY CASH","Aston Villa",1,357,0
"343","MATTY JACOB",45,123111,"READING",2125,"D",1,8,"D","MATTY JACOB","Hull",1,358,0
"344","MAXENCE LACROIX",51,122692,"CRYSTAL PALACE",646,"D",1,43,"D","MAXENCE LACROIX","Crystal Palace",1,360,0
"345","MAXIME ESTEVE",55,139094,"BURNLEY",435,"D",1,48,"D","MAXIME ESTÈVE","Burnley",1,361,0.0790598290598291
"346","MICHAEL MORRISON",49,41763,"CAMBRIDGE",483,"D",1,44,"D","MICHAEL MORRISON","Cambridge",1,363,0
"347","MIGUEL FRECKLETON",43,170216,"SHEFFIELD UNITED",2328,"D",1,30,"D","MIGUEL FRECKLETON","Swindon",1,365,0
"348","MITCHELL CLARK",44,106783,"PORT VALE",2083,"D",1,20,"D","MITCH CLARK","Port Vale",1,366,0.116883116883117
"349","MORGAN FOX",53,68223,"QPR",2093,"D",1,26,"D","MORGAN FOX","QPR",1,368,0
"350","MYLES LEWIS-SKELLY",81,167871,"ARSENAL",142,"M",1,39,"D","MYLES LEWIS-SKELLY","Arsenal",1,370,0
"351","NATHANIEL PHILLIPS",37,113271,"WEST BROMWICH ALBION",2744,"D",1,33,"D","NAT PHILLIPS","Derby",1,371,0.208333333333333
"352","NATHANAEL OGBETA",43,113508,"BARNSLEY",208,"D",1,20,"D","NATHANAEL OGBETA","Plymouth",1,372,0
"353","NATHANIEL MAPENGU",49,196393,"STOCKPORT",2473,"D",1,1,"D","NATHANIEL MAPENGU","Stockport",1,373,0
"354","NECO WILLIAMS",45,123801,"NOTTINGHAM FOREST",1845,"D",1,39,"D","NECO WILLIAMS","Nottingham Forest",1,374,0
"355","NEO ECCLESTON",64,192073,"HUDDERSFIELD",1309,"D",1,24,"D","NEO ECCLESTON","Barrow",1,375,0
"356","NESTA GUINNESS-WALKER",51,117148,"NORTHAMPTON",1867,"D",1,28,"D","NESTA GUINNESS-WALKER","Northampton",1,376,0
"357","NETO BORGES",45,111499,"MIDDLESBROUGH",1697,"D",1,35,"D","NETO BORGES","Middlesbrough",1,377,0
"358","NIGEL LONWIJK",39,134162,"LUTON",1628,"D",1,22,"D","NIGEL LONWIJK","Huddersfield",1,378,0
"359","ODELUGA OFFIAH",43,134284,"PRESTON",2054,"D",1,43,"D","ODELUGA OFFIAH","Blackpool",1,381,0
"360","OLEKSANDR ZINCHENKO",55,81731,"ARSENAL",142,"D",1,23,"D","OLEKSANDER ZINCHENKO","Arsenal",1,382,0.0868421052631579
"361","OLIVER TURTON",59,54530,"HUDDERSFIELD",1309,"D",1,31,"D","OLLIE TURTON","Huddersfield",1,383,0.13966588966589
"362","OWEN DODGSON",65,144274,"BURNLEY",435,"D",1,22,"D","OWEN DODGSON","Burton",1,385,0
"363","PERRY NG",53,76805,"CARDIFF",485,"D",1,37,"D","PERRY NG","Cardiff",1,386,0
"364","PERVIS ESTUPINAN",61,101519,"BRIGHTON",381,"D",1,36,"D","PERVIS ESTUPIÑÁN","Brighton",1,387,0.0833333333333334
"365","RARMANI EDMONDS-GREEN",51,113805,"LEYTON ORIENT",1537,"D",1,33,"D","RARMANI EDMONDS-GREEN","Charlton",1,388,0
"366","REGAN POOLE",43,78006,"PORTSMOUTH",2049,"D",1,27,"D","REGAN POOLE","Portsmouth",1,390,0
"367","REMEAO HUTTON",45,123250,"GILLINGHAM",1098,"D",1,45,"D","REMEAO HUTTON","Gillingham",1,391,0
"368","RICARDO SANTOS",43,67902,"SWANSEA",2513,"D",1,28,"D","RICARDO SANTOS","Bolton",1,392,0
"369","RILEY HARBOTTLE",51,138595,"WIMBLEDON",4194,"D",1,31,"D","RILEY HARBOTTLE","Wimbledon",1,393,0
"370","ROMONEY CRICHLOW",37,118639,"BARNET",344,"D",1,13,"D","ROMONEY CRICHLOW","Bradford",1,394,0
"371","ROSAIRE LONGELO",82,108801,"SALFORD",4880,"M",1,34,"D","ROSAIRE LONGELO","Swindon",1,396,0
"372","RYAN DELANEY",51,91489,"SWINDON",2519,"D",1,22,"D","RYAN DELANEY","Swindon",1,397,0
"373","RYLEY TOWLER",43,133357,"LINCOLN",1559,"D",1,14,"D","RYLEY TOWLER","Portsmouth",1,398,0
"374","SAM BYRAM",54,66018,"LEEDS",1524,"D",1,39,"D","SAM BYRAM","Leeds",1,399,0
"375","SAM HART",62,94558,"PORT VALE",2083,"D",1,22,"D","SAM HART","Port Vale",1,400,0
"376","SAM HUGHES",47,87980,"PETERBOROUGH",1996,"D",1,29,"D","SAM HUGHES","Peterborough",1,401,0
"377","SAM LONG",43,66125,"OXFORD",1964,"D",1,27,"D","SAM LONG","Oxford",1,402,0
"378","SEAN RAGGETT",43,57979,"ROTHERHAM",2180,"D",1,10,"D","SEAN RAGGETT","Rotherham",1,403,0
"379","SEAN ROUGHAN",47,133320,"HUDDERSFIELD",1309,"D",1,49,"D","SEAN ROUGHAN","Lincoln",1,404,0
"380","SEBASTIAN REVAN",51,133542,"WREXHAM",2859,"D",1,21,"D","SEBASTIAN REVAN","Wrexham",1,405,0
"381","SZABOLCS SCHON",97,130414,"BOLTON",354,"F",1,43,"D","SZABOLCS SCHÖN","Bolton",1,406,0.0476190476190477
"382","TAYLOR MOORE",51,82581,"BRISTOL ROVERS",388,"D",1,36,"D","TAYLOR MOORE","Bristol Rovers",1,407,0
"383","TEDEN MENGI",53,125648,"LUTON",1628,"D",1,20,"D","TEDEN MENGI","Luton",1,408,0
"384","TERENCE VANCOOTEN",53,89030,"BURTON",427,"D",1,33,"D","TERENCE VANCOOTEN","Burton",1,410,0
"385","TIMOTHY CASTAGNE",49,74055,"FULHAM",1055,"D",1,30,"D","TIMOTHY CASTAGNE","Fulham",1,411,0
"386","TOBY MULLARKEY",43,88369,"FLEETWOOD",990,"D",1,35,"D","TOBY MULLARKEY","Crawley",1,412,0
"387","TOM ANDERSON",39,66027,"SHREWSBURY",2325,"D",1,31,"D","TOM ANDERSON","Doncaster",1,413,0
"388","TOM BRADBURY",36,114942,"HARROGATE",1222,"D",1,41,"D","TOM BRADBURY","Cheltenham",1,414,0
"389","TOM DAVIES",47,76807,"TRANMERE",2598,"D",1,36,"D","TOM DAVIES","Tranmere",1,415,0
"390","TOM DAVIES",77,90902,"SHEFFIELD UNITED",2328,"M",1,16,"D","TOM DAVIES","Tranmere",1,415,0
"391","TOM HOLMES",57,107769,"LUTON",1628,"D",1,20,"D","TOM HOLMES","Luton",1,416,0
"392","TOM SANG",43,128574,"SHREWSBURY",2325,"D",1,30,"D","TOM SANG","Port Vale",1,417,0
"393","EOM JI-SUNG",91,149888,"SWANSEA",2513,"F",3,40,"D","TOM SANG","Port Vale",1,417,0.234848484848485
"394","TORBJORN HEGGEM",43,111873,"WEST BROMWICH ALBION",2744,"D",1,45,"D","TORBJØRN HEGGEM","West Bromwich",1,418,0.0444444444444445
"395","TYLER MAGLOIRE",43,96143,"NORTHAMPTON",1867,"D",1,23,"D","TYLER MAGLOIRE","Northampton",1,420,0
"396","UDOKA GODWIN-MALIFE",45,109597,"BURTON",427,"D",1,44,"D","UDOKA GODWIN-MALIFE","Burton",1,421,0
"397","VITALII MYKOLENKO",45,107249,"EVERTON",942,"D",1,37,"D","VITALIY MYKOLENKO","Everton",1,422,0.0704656862745099
"398","WES HARDING",57,94702,"MILLWALL",1699,"D",1,8,"D","WES HARDING","Millwall",1,423,0
"399","WILL BOYLE",41,76329,"SHREWSBURY",2325,"D",1,1,"D","WILLIAM BOYLE","Wrexham",1,424,0.076923076923077
"400","YUKINARI SUGAWARA",55,121652,"SOUTHAMPTON",2471,"D",1,32,"D","YUKINARI SUGAWARA","Southampton",1,425,0
"401","ZAC WILLIAMS",43,143902,"CREWE",652,"D",1,43,"D","ZAC WILLIAMS","Crewe",1,426,0
"402","ZACH AWE",39,149195,"SOUTHAMPTON",2471,"D",1,25,"D","ZACH AWE","Accrington",1,427,0
"403","ZACH MITCHELL",57,168875,"CHARLTON",527,"D",1,4,"D","ZACH MITCHELL","Charlton",1,428,0
"404","ZAK SWANSON",51,124896,"PORTSMOUTH",2049,"D",1,32,"D","ZAK SWANSON","Portsmouth",1,429,0
"405","ZAK VYNER",51,89794,"BRISTOL CITY",376,"D",1,50,"D","ZAK VYNER","Bristol City",1,430,0
"406","ZECH MEDLEY",45,116138,"FLEETWOOD",990,"D",1,8,"D","ZECH MEDLEY","Fleetwood",1,431,0
"407","ZICO ASARE",42,117107,"HARROGATE",1222,"D",1,31,"D","ZICO ASARE","Harrogate",1,432,0
"408","MOHAMED SALAH",107,63655,"LIVERPOOL",1563,"F",34,52,"M","MOHAMED SALAH","Liverpool",34,433,0
"409","BRYAN MBEUMO",87,110888,"BRENTFORD",378,"M",20,42,"M","BRYAN MBEUMO","Brentford",20,434,0
"410","DAVIS KEILLOR-DUNN",85,94073,"BARNSLEY",208,"M",20,48,"M","DAVIS KEILLOR-DUNN","Barnsley",20,435,0
"411","BRUNO FERNANDES",91,72111,"MANCHESTER UNITED",1724,"M",19,57,"M","BRUNO FERNANDES","Manchester United",19,436,0
"412","BRENNAN JOHNSON",113,123261,"TOTTENHAM",2590,"F",18,51,"M","BRENNAN JOHNSON","Tottenham",18,437,0
"413","CODY GAKPO",111,110166,"LIVERPOOL",1563,"F",18,49,"M","CODY GAKPO","Liverpool",18,438,0
"414","JOSH BROWNHILL",73,73078,"BURNLEY",435,"M",18,44,"M","JOSH BROWNHILL","Burnley",18,439,0
"415","LUKE MOLYNEUX",69,96482,"DONCASTER",800,"M",18,51,"M","LUKE MOLYNEUX","Doncaster",18,440,0
"416","LUIS DIAZ",103,115476,"LIVERPOOL",1563,"F",17,50,"M","LUIS DIAZ","Liverpool",17,441,0
"417","COLE PALMER",99,125454,"CHELSEA",536,"M",15,46,"M","COLE PALMER","Chelsea",15,442,0
"418","EBERECHI EZE",71,100391,"CRYSTAL PALACE",646,"M",14,43,"M","EBERECHI EZE","Crystal Palace",15,443,0
"419","CHRISTOPHER NKUNKU",139,85336,"CHELSEA",536,"F",14,42,"M","CHRISTOPHER NKUNKU","Chelsea",14,444,0
"420","HARVEY KNIBBS",100,104284,"READING",2125,"F",14,46,"M","HARVEY KNIBBS","Reading",14,445,0
"421","JARROD BOWEN",99,74852,"WEST HAM",2802,"F",14,36,"M","JARROD BOWEN","West Ham",14,446,0
"422","MORGAN ROGERS",117,108099,"ASTON VILLA",154,"F",14,54,"M","MORGAN ROGERS","Aston Villa",14,447,0
"423","ZIAN FLEMMING",75,112925,"BURNLEY",435,"M",14,37,"M","ZIAN FLEMMING","Burnley",14,449,0
"424","ANTOINE SEMENYO",91,110364,"BOURNEMOUTH",359,"F",13,42,"M","ANTOINE SEMENYO","Bournemouth",13,450,0
"425","HAKEEB ADELAKUN",104,68679,"SALFORD",4880,"F",13,31,"M","HAKEEB ADELAKUN","Salford",13,451,0
"426","JUSTIN KLUIVERT",87,99970,"BOURNEMOUTH",359,"F",13,39,"M","JUSTIN KLUIVERT","Bournemouth",13,452,0
"427","ANIS MEHMETI",71,134964,"BRISTOL CITY",376,"M",12,46,"M","ANIS MEHMETI","Bristol City",12,453,0
"428","ARMANDO DOBRA",84,122962,"CHESTERFIELD",656,"F",12,47,"M","ARMANDO DOBRA","Chesterfield",12,454,0
