"num","pos","player.x","player.y","club","team","league","total","player_id","dist","check_needed"
533,"M","REECO HACKETT","REECO HACKETT","Lincoln","Lincoln","CH",11,96096,0,FALSE
534,"M","SCOTT TWINE","SCOTT TWINE","Bristol City","Bristol City","CH",11,91148,0,FALSE
535,"M","SULLAY KAIKAI","SULLAY KAIKAI","Cambridge","Cambridge","L1",11,74807,0,FALSE
536,"M","ADRIAN SEGECIC","ADRIAN SEGECIC","Portsmouth","Portsmouth","CH",10,139998,0,FALSE
537,"M","AMARIO COZIER-DUBERRY","AMARIO COZIER-DUBERRY","Bolton","Brighton","PL",10,144839,0,FALSE
538,"M","BOBBY POINTON","BOBBY POINTON","Bradford","Bradford","L1",10,180761,0,FALSE
539,"M","DIEGO GOMEZ","DIEGO GOMEZ","Brighton","Brighton","PL",10,156254,0,FALSE
540,"M","EBERECHI EZE","EBERECHI EZE","Arsenal","Arsenal","PL",10,100391,0,FALSE
541,"M","EMILIANO BUENDIA","EMILIANO BUENDIA","Aston Villa","Aston Villa","PL",10,79355,0,FALSE
542,"M","EPHRON MASON-CLARK","EPHRON MASON-CLARK","Coventry","Coventry","PL",10,97099,0,FALSE
543,"M","FRED ONYEDINMA","FRED ONYEDINMA","Wycombe","Wycombe","L1",10,74166,0,FALSE
544,"M","JODI JONES","JODI JONES","Notts County","Notts County","L1",10,81020,0,FALSE
545,"M","JOHN MCGINN","JOHN MCGINN","Aston Villa","Aston Villa","PL",10,65810,0,FALSE
546,"M","MARK HELM","MARK HELM","Fleetwood","Fleetwood","L2",10,125651,0,FALSE
548,"M","PEDRO NETO","PEDRO NETO","Chelsea","Chelsea","PL",10,102788,0,FALSE
549,"M","PHIL FODEN","PHIL FODEN","Manchester City","Manchester City","PL",10,99916,0,FALSE
550,"M","RAYAN CHERKI","RAYAN CHERKI","Manchester City","Manchester City","PL",10,126129,0,FALSE
551,"M","SAM BELL","SAM BELL","Bristol City","Bristol City","CH",10,136695,0,FALSE
552,"M","SORBA THOMAS","SORBA THOMAS","Stoke","Stoke","CH",10,99660,0,FALSE
553,"M","VICTOR TORP","VICTOR TORP","Coventry","Coventry","PL",10,102739,0,FALSE
554,"M","ABDUL FATAWU","ABDUL FATAWU","Leicester","Ipswich","PL",9,138671,0,FALSE
555,"M","ALEX HUNT","ALEX HUNT","York","York","L2",9,114052,0,FALSE
556,"M","BRUNO FERNANDES","BRUNO FERNANDES","Manchester United","Manchester United","PL",9,72111,0,FALSE
557,"M","BRUNO FERNANDES","BRUNO FERNANDES","Manchester United","Sheffield Wednesday","L1",9,209366,0,FALSE
558,"M","BRUNO GUIMARAES","BRUNO GUIMARAES","Newcastle","Newcastle","PL",9,129105,0,FALSE
559,"M","CASEMIRO","JACK SENIOR","Manchester United","Tranmere","L2",9,96460,0.258116883116883,TRUE
560,"M","JAIDON ANTHONY","JAIDON ANTHONY","Burnley","Brentford","PL",9,133914,0,FALSE
561,"M","OLIVER NORWOOD","OLIVER NORWOOD","Stockport","Stockport","L1",9,56994,0,FALSE
562,"M","RUBIN COLWILL","RUBIN COLWILL","Cardiff","Cardiff","CH",9,137673,0,FALSE
563,"M","ALEJANDRO GARNACHO","ALEJANDRO GARNACHO","Chelsea","Aston Villa","PL",8,144404,0,FALSE
564,"M","ALFIE DEVINE","ALFIE DEVINE","Preston","Preston","CH",8,132641,0,FALSE
565,"M","BEN THOMPSON","BEN THOMPSON","Bromley","Bromley","L1",8,76827,0,FALSE
566,"M","CALLUM O'HARE","CALLUM O'HARE","Sheffield United","Sheffield United","CH",8,101597,0,FALSE
567,"M","CALLUM WRIGHT","WILL WRIGHT","Wigan","Barnet","L2",8,114159,0.163170163170163,TRUE
568,"M","CALLUM WRIGHT","WILL WRIGHT","Wigan","Liverpool","PL",8,199362,0.163170163170163,TRUE
569,"M","CAMERON MCGEEHAN","CAMERON MCGEEHAN","Northampton","Barnsley","L1",8,74552,0,FALSE
570,"M","CHARLIE WEBSTER","CHARLIE WEBSTER","Burton","Burton","L1",8,144402,0,FALSE
571,"M","CHRIS WILLOCK","CHRIS WILLOCK","Cardiff","Cardiff","CH",8,85144,0,FALSE
572,"M","DILAN MARKANDAY","DILAN MARKANDAY","Chesterfield","Chesterfield","L2",8,117317,0,FALSE
573,"M","ESTEVAO","ESTEVAO","Chelsea","Chelsea","PL",8,186104,0,FALSE
575,"M","JEREMY DOKU","JEREMY DOKU","Manchester City","Manchester City","PL",8,117472,0,FALSE
576,"M","JON RUSSELL","JON RUSSELL","Mansfield","Mansfield","L1",8,123490,0,FALSE
577,"M","JORDAN THOMAS","JORDAN THOMAS","Cheltenham","Doncaster","L1",8,181159,0,FALSE
578,"M","KASEY PALMER","KASEY PALMER","Luton","Luton","L1",8,90836,0,FALSE
579,"M","KIERNAN DEWSBURY-HALL","KIERNAN DEWSBURY-HALL","Everton","Everton","PL",8,100994,0,FALSE
580,"M","LEANDRO TROSSARD","SONDRE TRONSTAD","Arsenal","Blackburn","CH",8,69408,0.177777777777778,TRUE
581,"M","LUKE MOLYNEUX","LUKE MOLYNEUX","Doncaster","Salford","L2",8,96482,0,FALSE
582,"M","MARCUS TAVERNIER","MARCUS TAVERNIER","Bournemouth","Bournemouth","PL",8,96007,0,FALSE
583,"M","MARK SHELTON","MARK SHELTON","Barnet","York","L2",8,81267,0,FALSE
585,"M","NONI MADUEKE","NONI MADUEKE","Arsenal","Arsenal","PL",8,124943,0,FALSE
586,"M","OLIVER RATHBONE","OLIVER RATHBONE","Wrexham","Wrexham","CH",8,91737,0,FALSE
587,"M","OMARI PATRICK","MARLON PACK","Tranmere","Portsmouth","CH",8,52148,0.237244237244237,TRUE
588,"M","SONNY CAREY","SONNY CAREY","Charlton","Charlton","CH",8,123491,0,FALSE
589,"M","TOM NAYLOR","TOM NAYLOR","Chesterfield","Chesterfield","L2",8,51386,0,FALSE
590,"M","ARTHUR READ","ARTHUR READ","Colchester","York","L2",7,96044,0,FALSE
592,"M","BRADLEY DACK","BRADLEY DACK","Gillingham","Gillingham","L2",7,66118,0,FALSE
593,"M","CRYSENCIO SUMMERVILLE","CHARLIE MCNEILL","West Ham","Sheffield Wednesday","L1",7,144388,0.292857142857143,TRUE
594,"M","DAN KEMP","DAN KEMP","Stevenage","Stevenage","L1",7,96154,0,FALSE
595,"M","DANGO OUATTARA","DANGO OUATTARA","Brentford","Brentford","PL",7,138315,0,FALSE
596,"M","FLORIAN WIRTZ","FLORIAN WIRTZ","Liverpool","Liverpool","PL",7,129900,0,FALSE
597,"M","GUSTAVO HAMER","GUSTAVO HAMER","Sheffield United","Sheffield United","CH",7,90804,0,FALSE
598,"M","IMRAN LOUZA","IMRAN LOUZA","Watford","Watford","CH",7,117522,0,FALSE
599,"M","ISAAC FLETCHER","ISAAC FLETCHER","Barrow","Shrewsbury","L2",7,137285,0,FALSE
600,"M","JACK DIAMOND","JACK DIAMOND","Stockport","Stockport","L1",7,107538,0,FALSE
601,"M","JACK RUDONI","JACK RUDONI","Coventry","Coventry","PL",7,119270,0,FALSE
602,"M","JOAO PALHINHA","OLA AINA","Tottenham","Nottingham Forest","PL",7,83098,0.195512820512821,TRUE
603,"M","JOEL COLWILL","JOEL COLWILL","Cardiff","Cardiff","CH",7,165871,0,FALSE
604,"M","KALLUM CESAY","KALLUM CESAY","Salford","Salford","L2",7,141361,0,FALSE
605,"M","KELLY N'MAI","KELLY N'MAI","Salford","Salford","L2",7,143863,0,FALSE
606,"M","LEO SCIENZA","LEO SCIENZA","Southampton","Southampton","CH",7,162918,0,FALSE
607,"M","MARCUS HARNESS","MARCUS HARNESS","Huddersfield","Huddersfield","L1",7,72070,0,FALSE
608,"M","MILLION MANHOEF","MILLION MANHOEF","Stoke","Stoke","CH",7,132090,0,FALSE
609,"M","NATHAN BROADHEAD","NATHAN BROADHEAD","Wrexham","Wrexham","CH",7,96065,0,FALSE
610,"F","NATHAN BROADHEAD","NATHAN BROADHEAD","Wrexham","Wrexham","CH",2,96065,0,FALSE
611,"M","OLLIE BANKS","OLLIE BANKS","York","York","L2",7,55846,0,FALSE
612,"M","REECE COLE","REECE COLE","Exeter","Exeter","L2",7,90922,0,FALSE
613,"M","REYES CLEARY","REYES CLEARY","Barnsley","Barnsley","L1",7,148771,0,FALSE
614,"M","RYAN EAST","RYAN EAST","Rochdale","Rochdale","L2",7,96392,0,FALSE
615,"M","RYAN LEDSON","RYAN LEDSON","Huddersfield","Huddersfield","L1",7,75813,0,FALSE
616,"M","TATSUHIRO SAKAMOTO","TATSUHIRO SAKAMOTO","Coventry","Coventry","PL",7,139709,0,FALSE
617,"M","TIJJANI REIJNDERS","TIJJANI REIJNDERS","Manchester City","Manchester City","PL",7,106949,0,FALSE
618,"M","TOMMI O'REILLY","TOMMI O'REILLY","Crewe","Aston Villa","PL",7,144562,0,FALSE
619,"M","TYRESE HALL","TYRESE HALL","Notts County","Tottenham","PL",7,183922,0,FALSE
620,"M","ALBERT ADOMAH","ALBERT ADOMAH","Walsall","Walsall","L2",6,48652,0,FALSE
621,"M","ALEX ROBERTSON","ALEX ROBERTSON","Cardiff","Cardiff","CH",6,136750,0,FALSE
623,"M","ARMANDO JUNIOR QUITIRNA","ARMANDO BROJA","Wycombe","Burnley","CH",6,123411,0.212839093273876,TRUE
624,"M","CALEB WATTS","CALEB WATTS","Plymouth","Plymouth","CH",6,134561,0,FALSE
625,"M","CALLUM HUDSON-ODOI","CALLUM HUDSON-ODOI","Nottingham Forest","Nottingham Forest","PL",6,107004,0,FALSE
626,"M","CALUM AGIUS","CALUM AGIUS","Crewe","Crewe","L2",6,182804,0,FALSE
627,"M","CAMERON BRANNAGAN","CAMERON BRANNAGAN","Oxford","Oxford","L1",6,74212,0,FALSE
628,"M","ENZO LE FEE","ENZO LE FEE","Sunderland","Sunderland","PL",6,122732,0,FALSE
629,"M","ETHON ARCHER","ETHON ARCHER","Cheltenham","Bromley","L1",6,185561,0,FALSE
630,"M","FRASER MURRAY","FRASER MURRAY","Wigan","Wigan","L1",6,96431,0,FALSE
631,"M","HAYDEN HACKNEY","HAYDEN HACKNEY","Middlesbrough","Everton","PL",6,117169,0,FALSE
632,"M","ILIMAN NDIAYE","ILIMAN NDIAYE","Everton","Everton","PL",6,109332,0,FALSE
633,"M","ISAAK DAVIES","ISAAK DAVIES","Cardiff","Cardiff","CH",6,137608,0,FALSE
634,"M","JACK STEVENS","JACK STEVENS","Oldham","Reading","L1",6,77617,0,FALSE
635,"M","JACK STEVENS","JACK STEVENS","Oldham","Oldham","L2",6,127029,0,FALSE
636,"M","JOE GREY","JOE GREY","York","York","L2",6,126986,0,FALSE
637,"M","JOELINTON","JOELINTON","Newcastle","Newcastle","PL",6,84656,0,FALSE
638,"M","KURYU MATSUKI","KURYU MATSUKI","Southampton","Southampton","CH",6,151395,0,FALSE
639,"M","LIAM MANDEVILLE","LIAM MANDEVILLE","Chesterfield","Chesterfield","L2",6,81968,0,FALSE
640,"M","MIKEL MERINO","MIKEL MERINO","Arsenal","Arsenal","PL",6,77433,0,FALSE
641,"M","OLLIE CLARKE","OLLIE CLARKE","Swindon","Swindon","L2",6,53727,0,FALSE
642,"M","PAUL SMYTH","PAUL SMYTH","QPR","QPR","CH",6,89636,0,FALSE
643,"M","RILEY MCGREE","RILEY MCGREE","Middlesbrough","Middlesbrough","CH",6,90584,0,FALSE
644,"M","RYAN GRAVENBERCH","RYAN GRAVENBERCH","Liverpool","Liverpool","PL",6,112747,0,FALSE
645,"M","SAM HOSKINS","SAM HOSKINS","Northampton","Northampton","L2",6,61899,0,FALSE
646,"M","SHEA CHARLES","SHEA CHARLES","Southampton","Southampton","CH",6,143007,0,FALSE
647,"M","STEPHEN DUKE-MCKENNA","STEPHEN DUKE-MCKENNA","Harrogate","Crawley","L2",6,109609,0,FALSE
648,"M","THIERRY GALE","THIERRY GALE","Bolton","Bolton","CH",6,132818,0,FALSE
649,"M","TOMAS SOUCEK","TOMAS SOUCEK","West Ham","West Ham","CH",6,87225,0,FALSE
650,"M","YUSUF AKHAMRICH","YUSUF AKHAMRICH","Bristol Rovers","Leyton Orient","L1",6,166982,0,FALSE
651,"M","AIDAN BARLOW","AIDAN BORLAND","Rochdale","Aston Villa","PL",5,183703,0.109362859362859,TRUE
652,"M","ALEXIS MAC ALLISTER","ALEXIS MAC ALLISTER","Liverpool","Liverpool","PL",5,121587,0,FALSE
654,"M","ANTHONY SCULLY","ANTHONY SCULLY","Shrewsbury","Shrewsbury","L2",5,108800,0,FALSE
656,"M","ARMANDO DOBRA","ARMANDO DOBRA","Chesterfield","Leyton Orient","L1",5,122962,0,FALSE
657,"M","BOBBY DE CORDOVA-REID","BOBBY DE CORDOVA-REID","Leicester","Leicester","L1",5,59412,0,FALSE
658,"M","BOBBY KAMWA","BOBBY KAMWA","Newport","Bristol Rovers","L2",5,136091,0,FALSE
659,"M","CAMERON ANTWI","CAMERON ANTWI","Newport","Gillingham","L2",5,132980,0,FALSE
660,"M","CAMIEL NEGHLI","CAMIEL NEGHLI","Millwall","Millwall","CH",5,179252,0,FALSE
661,"M","CHARLIE MCCANN","CHARLIE MCCANN","Barrow","Cheltenham","L2",5,125649,0,FALSE
662,"M","CIAN ASHFORD","CIAN ASHFORD","Cardiff","Cardiff","CH",5,182016,0,FALSE
663,"M","DANIEL KYEREWAA","DANIEL KYEREWAA","Reading","Reading","L1",5,158855,0,FALSE
664,"M","DECLAN RICE","DECLAN RICE","Arsenal","Arsenal","PL",5,96150,0,FALSE
665,"M","DEMARAI GRAY","DEMARAI GRAY","Birmingham","Birmingham","CH",5,72724,0,FALSE
666,"M","ELLIS TAYLOR","OLLIE TAYLOR","Harrogate","Mansfield","L1",5,185546,0.101010101010101,TRUE
667,"M","EMILE SMITH ROWE","EMILE SMITH ROWE","Fulham","Fulham","PL",5,113376,0,FALSE
668,"M","ETHAN ENNIS","ETHAN NWANERI","Fleetwood","Arsenal","PL",5,166661,0.140559440559441,TRUE
669,"M","HAKEEB ADELAKUN","HAKEEB ADELAKUN","Doncaster","Doncaster","L1",5,68679,0,FALSE
670,"M","IDRIS EL MIZOUNI","IDRIS EL MIZOUNI","Leyton Orient","Leyton Orient","L1",5,119216,0,FALSE
671,"M","ISAAC HEATH","ISAAC HEATH","Accrington","Cambridge","L1",5,167202,0,FALSE
672,"M","ISAAC SINCLAIR","ISAAC SINCLAIR","Accrington","Accrington","L2",5,123636,0,FALSE
673,"M","JAKE RICHARDS","JAKE RICHARDS","Luton","Luton","L1",5,181985,0,FALSE
674,"M","JAMES BERRY","JAMIE STERRY","Chesterfield","Doncaster","L1",5,82227,0.119191919191919,TRUE
675,"M","JAMES BROPHY","JAMES BROPHY","Cambridge","Gillingham","L2",5,86778,0,FALSE
676,"M","JAMIE WALKER","JAMIE WALKER","Grimsby","Grimsby","L2",5,63586,0,FALSE
677,"M","JOSH HAWKES","JOSH HAWKES","Oldham","Oldham","L2",5,101331,0,FALSE
678,"M","KEANE LEWIS-POTTER","KEANE LEWIS-POTTER","Brentford","Brentford","PL",5,118115,0,FALSE
679,"M","LIAM CULLEN","LIAM CULLEN","Swansea","Leicester","L1",5,107045,0,FALSE
680,"M","LOUIS REED","LOUIS REED","Mansfield","Mansfield","L1",5,74868,0,FALSE
682,"M","LUCAS PAQUETA","LUCAS PIRES","West Ham","Burnley","CH",5,146683,0.219114219114219,TRUE
683,"M","MALACHI BOATENG","MALACHI BOATENG","Plymouth","Plymouth","CH",5,143882,0,FALSE
684,"M","MARTIN ZUBIMENDI","MARTIN ZUBIMENDI","Arsenal","Arsenal","PL",5,119645,0,FALSE
685,"M","MATEUS FERNANDES","MATEUS FERNANDES","West Ham","Tottenham","PL",5,165614,0,FALSE
686,"M","MATHIAS JENSEN","MATHIAS JENSEN","Brentford","Brentford","PL",5,85612,0,FALSE
687,"M","MATHIAS JORGENSEN","MATHIAS JORGENSEN","Blackburn","Blackburn","CH",5,111537,0,FALSE
688,"M","MATT BUTCHER","MATT BUTCHER","Salford","Salford","L2",5,82438,0,FALSE
689,"M","MATT CROOKS","MATT CROOKS","Hull","Hull","CH",5,60015,0,FALSE
690,"M","MICHAEL SPELLMAN","MICHAEL SPELLMAN","Newport","Newport","L2",5,163601,0,FALSE
691,"M","MOISES CAICEDO","MOISES CAICEDO","Chelsea","Chelsea","PL",5,134664,0,FALSE
692,"M","NNAMDI OFOBORH","NNAMDI OFOBORH","Barnet","Barnet","L2",5,115449,0,FALSE
693,"M","PATRICK ROBERTS","PATRICK ROBERTS","Birmingham","Birmingham","CH",5,75028,0,FALSE
694,"M","RAYAN","RAYAN","Bournemouth","Bournemouth","PL",5,173176,0,FALSE
695,"M","RODRIGO GOMES","RODRIGO GOMES","Wolves","Wolves","CH",5,134451,0,FALSE
696,"M","RONALD","RONALD","Swansea","Swansea","CH",5,146657,0,FALSE
698,"M","SHAUN WHALLEY","SHAUN WHALLEY","Accrington","Accrington","L2",5,39596,0,FALSE
699,"M","SHAYDEN MORRIS","SHAYDEN MORRIS","Luton","Luton","L1",5,125538,0,FALSE
700,"M","SYDIE PECK","SYDIE PECK","Sheffield United","Sheffield United","CH",5,170215,0,FALSE
701,"M","TODD CANTWELL","TODD CANTWELL","Blackburn","Blackburn","CH",5,96026,0,FALSE
702,"M","TOMMY LEIGH","TOMMY LEIGH","Bristol Rovers","Bristol Rovers","L2",5,143431,0,FALSE
703,"M","TYLER WALTON","TYLER WALTON","Accrington","Accrington","L2",5,94182,0,FALSE
704,"M","XAVI SIMONS","XAVI SIMONS","Tottenham","Tottenham","PL",5,131066,0,FALSE
705,"M","YEREMY PINO","YEREMY PINO","Crystal Palace","Crystal Palace","PL",5,134998,0,FALSE
706,"M","ALAN BROWNE","ALAN BROWNE","Middlesbrough","Sunderland","PL",4,69490,0,FALSE
707,"M","ALEX HENDERSON","ALEX HENDERSON","Accrington","Accrington","L2",4,183956,0,FALSE
708,"M","ALEX IWOBI","ALEX IWOBI","Fulham","Fulham","PL",4,72651,0,FALSE
709,"M","ALEX SCOTT","ALEX SCOTT","Bournemouth","Bournemouth","PL",4,138049,0,FALSE
712,"M","ARMANI LITTLE","ARMANI LITTLE","Gillingham","Gillingham","L2",4,107795,0,FALSE
713,"M","BEN WHITFIELD","BEN WHITE","Burton","Arsenal","PL",4,94482,0.102564102564103,TRUE
714,"M","BILLY BODIN","BILLY BODIN","Swindon","Swindon","L2",4,53484,0,FALSE
715,"M","BOBBY CLARK","BOBBY CLARK","Derby","Derby","CH",4,145985,0,FALSE
717,"M","BRENNAN JOHNSON","BRENNAN JOHNSON","Crystal Palace","Crystal Palace","PL",4,123261,0,FALSE
718,"M","CAMERON ASHIA","CAMERON ASHIA","Huddersfield","Huddersfield","L1",4,196977,0,FALSE
719,"M","CAOLAN BOYD-MUNCE","CAOLAN BOYD-MUNCE","Wycombe","Wycombe","L1",4,123393,0,FALSE
720,"M","CHEM CAMPBELL","CHEM CAMPBELL","Stevenage","Stevenage","L1",4,126233,0,FALSE
721,"M","CHEMSDINE TALBI","CHEMSDINE TALBI","Sunderland","Sunderland","PL",4,175429,0,FALSE
722,"M","CJ HAMILTON","CJ HAMILTON","Blackpool","Blackpool","L1",4,81935,0,FALSE
723,"M","CONNOR MCBRIDE","CONNOR O'BRIEN","Rochdale","Accrington","L2",4,165247,0.142857142857143,TRUE
724,"M","EDO KAYEMBE","EDO KAYEMBE","Watford","Watford","CH",4,109731,0,FALSE
725,"M","ELLIOT ANDERSON","ELLIOT ANDERSON","Nottingham Forest","Manchester City","PL",4,87583,0,FALSE
726,"M","ELLIOT LEE","ELLIOT LEE","Doncaster","Wrexham","CH",4,68689,0,FALSE
727,"M","EVAN KHOURI","EVAN KHOURI","Grimsby","Grimsby","L2",4,125094,0,FALSE
728,"M","GARATH MCCLEARY","GARATH MCCLEARY","Gillingham","Gillingham","L2",4,48845,0,FALSE
729,"M","GONCALO FRANCO","GONCALO FRANCO","Swansea","Swansea","CH",4,133386,0,FALSE
730,"M","GREG OLLEY","GREG OLLEY","York","York","L2",4,95158,0,FALSE
731,"M","HARRISON BETTONI","HARRISON BETTONI","Wigan","Chelsea","PL",4,210506,0,FALSE
732,"M","HARRY FORSTER","HARRY FORSTER","Crawley","Crawley","L2",4,122161,0,FALSE
733,"M","HARVEY VALE","HARVEY VALE","QPR","QPR","CH",4,133108,0,FALSE
734,"M","HARVEY WHITE","HARVEY WHITE","Stevenage","Plymouth","CH",4,115841,0,FALSE
735,"M","IBRAHIM CISSOKO","IBRAHIM OSMAN","Bolton","Brighton","PL",4,174838,0.221367521367521,TRUE
736,"M","JACK HINSHELWOOD","JACK HINSHELWOOD","Brighton","Brighton","PL",4,145294,0,FALSE
737,"M","JACOB MURPHY","JACOB MURPHY","Newcastle","Newcastle","PL",4,74195,0,FALSE
738,"M","JAY WILLIAMS","JAY WILLIAMS","Crawley","Crawley","L2",4,114844,0,FALSE
739,"M","JAYDEN FEVRIER","JAYDEN FEVRIER","Charlton","Blackburn","CH",4,136039,0,FALSE
740,"M","JAYDON BANEL","JAYDON BANEL","Derby","Burnley","CH",4,162691,0,FALSE
741,"M","JOE SNOWDON","JOE SNOWDON","Swindon","Swindon","L2",4,144987,0,FALSE
742,"M","JORDAN GIBSON","JORDAN GIBSON","Doncaster","Crewe","L2",4,93316,0,FALSE
743,"M","JORGE GRANT","JORGE GRANT","Salford","Salford","L2",4,77156,0,FALSE
744,"M","JOSH ECCLES","JOSH ECCLES","Coventry","Coventry","PL",4,114246,0,FALSE
745,"M","JOSH MARTIN","JOSH MARTIN","Cheltenham","Cheltenham","L2",4,125078,0,FALSE
746,"M","JUSTIN AMALUZOR","JUSTIN AMALUZOR","Grimsby","Grimsby","L2",4,94512,0,FALSE
747,"M","KADEEM HARRIS","KADEEM HARRIS","Salford","Gillingham","L2",4,52670,0,FALSE
748,"M","KAMARI DOYLE","KAMARI DOYLE","Reading","Brighton","PL",4,144973,0,FALSE
749,"M","LAMINE CISSE","LAMINE CISSE","Stoke","Stoke","CH",4,177121,0,FALSE
750,"M","LEWIS BAKER","LEWIS BAKER","Stoke","Stoke","CH",4,72642,0,FALSE
751,"M","LEWIS KOUMAS","LEWIS KOUMAS","Hull","Liverpool","PL",4,166966,0,FALSE
752,"M","LEWIS O'BRIEN","LEWIS O'BRIEN","Wrexham","Wrexham","CH",4,110101,0,FALSE
753,"M","LOUIE BARRY","LOUIE BARRY","Stockport","Sheffield Wednesday","L1",4,116556,0,FALSE
754,"M","LUCA CONNELL","LUCA CONNELL","Barnsley","Barnsley","L1",4,118095,0,FALSE
755,"M","LUKE CUNDLE","LUKE CUNDLE","Millwall","Millwall","CH",4,116525,0,FALSE
756,"M","MARCELINO NUNEZ","MARCELINO NUNEZ","Ipswich","Ipswich","PL",4,139918,0,FALSE
757,"M","MARK SYKES","MARK SYKES","Bristol City","Millwall","CH",4,84394,0,FALSE
758,"M","MIKKEL DAMSGAARD","MIKKEL DAMSGAARD","Brentford","Brentford","PL",4,108888,0,FALSE
759,"M","NESTORY IRANKUNDA","NESTORY IRANKUNDA","Watford","Watford","CH",4,145116,0,FALSE
760,"M","NICK TSAROULLA","NICK TSAROULLA","Notts County","Notts County","L1",4,114320,0,FALSE
761,"M","ODIN BAILEY","ODIN BAILEY","Stockport","Portsmouth","CH",4,111519,0,FALSE
762,"M","OLIVER IROW","OLIVER IROW","Mansfield","Tottenham","PL",4,195400,0,FALSE
763,"M","OLLIE O'NEILL","OLLIE O'NEILL","Leyton Orient","Leyton Orient","L1",4,133536,0,FALSE
765,"M","OTHMANE MAAMMA","OTHMANE MAAMMA","Watford","Watford","CH",4,185572,0,FALSE
766,"M","REGAN HENDRY","REGAN HENDRY","Mansfield","Mansfield","L1",4,93064,0,FALSE
767,"M","ROBBIE MCKENZIE","ROBBIE MCKENZIE","Gillingham","Gillingham","L2",4,107301,0,FALSE
768,"M","RONAN CURTIS","RONAN CURTIS","Plymouth","Plymouth","CH",4,88877,0,FALSE
769,"M","RUBEN RODRIGUES","RUBEN RODRIGUES","Bolton","Bolton","CH",4,133581,0,FALSE
770,"M","RYAN CROASDALE","RYAN CROASDALE","Port Vale","Port Vale","L2",4,73080,0,FALSE
771,"M","RYAN GLOVER","RYAN GLOVER","Barnet","Stockport","L1",4,135760,0,FALSE
772,"M","RYOYA MORISHITA","RYOYA MORISHITA","Blackburn","Blackburn","CH",4,148563,0,FALSE
773,"M","SAMMIE SZMODICS","SAM SZMODICS","Derby","Derby","CH",4,72691,0.163888888888889,FALSE
774,"M","SAVINHO","SAVINHO","Manchester City","Manchester City","PL",4,146518,0,FALSE
775,"M","SEUNG-HO PAIK","SEAN HOGAN","Birmingham","Bolton","CH",4,205355,0.236538461538461,TRUE
776,"M","SHAQ FORDE","SHAQ FORDE","Bristol Rovers","Bristol Rovers","L2",4,149123,0,FALSE
777,"M","SINDRE WALLE EGELI","SINDRE EGELI","Ipswich","Ipswich","PL",4,145653,0.152777777777778,FALSE
778,"M","STEPHY MAVIDIDI","STEPHY MAVIDIDI","Leicester","Leicester","L1",4,96855,0,FALSE
779,"M","TOM INCE","TOM INCE","Watford","Tranmere","L2",4,55425,0,FALSE
780,"M","TYREIK WRIGHT","TYREIK WRIGHT","Bradford","Bradford","L1",4,125075,0,FALSE
781,"M","WILL HONDERMARCK","WILL HONDERMARCK","Bromley","Bromley","L1",4,125103,0,FALSE
782,"M","YASIN AYARI","YASIN AYARI","Brighton","Brighton","PL",4,130428,0,FALSE
783,"M","AARON NEMANE","AARON NEMANE","Milton Keynes","Rotherham","L2",3,107402,0,FALSE
784,"M","AARON RAMSEY","AARON RAMSEY","Leicester","Burnley","CH",3,133527,0,FALSE
785,"M","ADAM RANDELL","ADAM RANDELL","Bristol City","Bristol City","CH",3,117330,0,FALSE
786,"M","AMINE ADLI","AMINE ADLI","Bournemouth","Bournemouth","PL",3,123812,0,FALSE
787,"M","ANDREY SANTOS","ANDREY SANTOS","Chelsea","Manchester United","PL",3,149539,0,FALSE
788,"M","ANTHONY ELANGA","ANTHONY ELANGA","Newcastle","Newcastle","PL",3,125650,0,FALSE
789,"M","ARCHIE COLLINS","ARCHIE COLLINS","Peterborough","Peterborough","L1",3,97831,0,FALSE
790,"M","BARRY BANNAN","BARRY BANNAN","Millwall","Sheffield Wednesday","L1",3,50775,0,FALSE
791,"M","BEN CLOSE","BEN CLOSE","Doncaster","Doncaster","L1",3,75865,0,FALSE
792,"M","BEN LLOYD","BEN LLOYD","Newport","Swansea","CH",3,143697,0,FALSE
793,"M","BEN WOODBURN","BEN WOODBURN","Salford","Salford","L2",3,92321,0,FALSE
794,"M","BERNARDO SILVA","BEN DAVIES","Manchester City","Tottenham","PL",3,65492,0.226455026455026,TRUE
795,"M","BERNARDO SILVA","BEN DAVIES","Manchester City","Bolton","CH",3,69047,0.226455026455026,TRUE
796,"M","BRADLEY IBRAHIM","BRADLEY IBRAHIM","Plymouth","Plymouth","CH",3,153724,0,FALSE
797,"M","BRAJAN GRUDA","BRAIDEN GRAHAM","Brighton","Everton","PL",3,182053,0.184126984126984,TRUE
798,"M","BRANDON KHELA","BRANDON KHELA","Peterborough","Peterborough","L1",3,157666,0,FALSE
799,"M","BRYN MORRIS","SHAYDEN MORRIS","Harrogate","Luton","L1",3,125538,0.17965367965368,TRUE
800,"M","CARLOS VICENTE","CARLOS VICENTE","Birmingham","Birmingham","CH",3,164704,0,FALSE
801,"M","CAYLAN VICKERS","CAYLAN VICKERS","Wigan","Brighton","PL",3,181641,0,FALSE
802,"M","CIAN HAYES","CIAN HAYES","Peterborough","Rochdale","L2",3,126496,0,FALSE
803,"M","CONOR GRANT","CONOR GRANT","Notts County","Accrington","L2",3,70730,0,FALSE
804,"M","CONOR GRANT","CONOR GRANT","Notts County","Notts County","L1",3,124927,0,FALSE
