"num","pos","player.x","player.y","club","team","league","total","player_id","dist","check_needed"
267,"D","BEN CABANGO","BEN CABANGO","Swansea","Swansea","CH",1,114570,0,FALSE
268,"D","BEN DAVIES","BEN DAVIES","Tottenham","Tottenham","PL",1,65492,0,FALSE
269,"D","BEN DAVIES","BEN DAVIES","Tottenham","Bolton","CH",1,69047,0,FALSE
270,"D","BEN GIBSON","BEN GIBSON","Stoke","Stoke","CH",1,54425,0,FALSE
271,"D","BEN JACKSON","BEN PEARSON","Barrow","Stoke","CH",1,80601,0.181818181818182,TRUE
272,"D","BEN NELSON","BEN NELSON","Leicester","Leicester","L1",1,133485,0,FALSE
273,"D","BEN WHITE","BEN WHITE","Arsenal","Arsenal","PL",1,94482,0,FALSE
274,"D","BILLY KIRKMAN","BILLY KIRKMAN","Swindon","Swindon","L2",1,162937,0,FALSE
275,"D","BOSUN LAWAL","BOSUN LAWAL","Stoke","Stoke","CH",1,141665,0,FALSE
276,"D","BRAD HALLIDAY","BRAD HILLS","Bradford","Stockport","L1",1,136743,0.172934472934473,TRUE
277,"D","BRAD HILLS","BRAD HILLS","Stockport","Stockport","L1",1,136743,0,FALSE
278,"D","BRODIE SPENCER","BRODIE SPENCER","Oxford","Oxford","L1",1,161296,0,FALSE
279,"D","CALEB OKOLI","CALEB OKOLI","Leicester","Leicester","L1",1,117911,0,FALSE
280,"D","CALLUM CONNOLLY","CALLUM CONNOLLY","Stockport","Bradford","L1",1,90311,0,FALSE
281,"D","CALLUM ELDER","CALLUM ELDER","Derby","Lincoln","CH",1,74272,0,FALSE
282,"D","CALLUM HOWE","CALLUM O'HARE","York","Sheffield United","CH",1,101597,0.140559440559441,TRUE
283,"D","CALVIN BASSEY","CALVIN BASSEY","Fulham","Fulham","PL",1,107783,0,FALSE
284,"D","CAMERON HUMPHREYS","CAMERON HUMPHREYS","Port Vale","Port Vale","L2",1,86056,0,FALSE
285,"D","CAMERON HUMPHREYS","CAMERON HUMPHREYS","Port Vale","Ipswich","PL",1,143953,0,FALSE
286,"M","CAMERON HUMPHREYS","CAMERON HUMPHREYS","Huddersfield","Port Vale","L2",2,86056,0,FALSE
287,"M","CAMERON HUMPHREYS","CAMERON HUMPHREYS","Huddersfield","Ipswich","PL",2,143953,0,FALSE
288,"D","CATHAL HEFFERNAN","CATHAL MCCARTHY","Harrogate","Hull","CH",1,195102,0.269444444444445,TRUE
289,"D","CHARLIE BARKER","CHARLIE BARKER","Crawley","Crawley","L2",1,133117,0,FALSE
291,"D","CHARLIE HUGHES","CHARLIE HUGHES","Hull","Hull","CH",1,144513,0,FALSE
292,"D","CHARLIE HUGHES","CHARLIE HUGHES","Hull","Wigan","L1",1,211461,0,FALSE
293,"D","CHARLIE RAGLAN","CHARLIE WRAGG","Barrow","Walsall","L2",1,185690,0.122710622710623,TRUE
294,"D","CHEY DUNKLEY","CHEY DUNKLEY","Chesterfield","Chesterfield","L2",1,66137,0,FALSE
295,"D","CHRIS FORINO","CHRIS FORINO","Bolton","Bolton","CH",1,144515,0,FALSE
297,"D","CONNOR OGILVIE","CONNOR OGILVIE","Portsmouth","Portsmouth","CH",1,75116,0,FALSE
298,"D","CONOR COADY","CONOR COADY","Charlton","Wrexham","CH",1,58424,0,FALSE
299,"D","CONOR MCCARTHY","CONOR MCCARTHY","Northampton","Northampton","L2",1,92935,0,FALSE
300,"D","CRAIG FORSYTH","CRAIG FORSYTH","Derby","Derby","CH",1,45364,0,FALSE
301,"D","DANIEL HARVIE","DANIEL HARVIE","Wycombe","Wycombe","L1",1,80674,0,FALSE
302,"D","DANNY ANDREW","DANNY ANDREW","Exeter","Fleetwood","L2",1,71461,0,FALSE
303,"D","DARA O'SHEA","DARA O'SHEA","Ipswich","Ipswich","PL",1,96131,0,FALSE
304,"D","DARNELL FURLONG","DARNELL FURLONG","Ipswich","Ipswich","PL",1,80303,0,FALSE
305,"D","DECLAN SKURA","DECLAN SKURA","Wycombe","Walsall","L2",1,182800,0,FALSE
306,"D","DEMETRI MITCHELL","DEMETRI MITCHELL","Leyton Orient","Leyton Orient","L1",1,102785,0,FALSE
307,"D","DEVON MATTHEWS","DEVON MATTHEWS","Accrington","Accrington","L2",1,164218,0,FALSE
308,"D","DIOGO DALOT","DIOGO DALOT","Manchester United","Manchester United","PL",1,106203,0,FALSE
309,"D","DION SANDERSON","DION SANDERSON","Derby","Derby","CH",1,122139,0,FALSE
310,"D","DOMINIC HYAM","DOMINIC HYAM","Wrexham","Wrexham","CH",1,82426,0,FALSE
311,"D","DOMINIC IORFA","DOMINIC IORFA","Sheffield Wednesday","Sheffield Wednesday","L1",1,74586,0,FALSE
312,"D","DONALD LOVE","DONALD LOVE","Accrington","Accrington","L2",1,88249,0,FALSE
313,"D","DONERVON DANIELS","DONERVON DANIELS","Oldham","Oldham","L2",1,68398,0,FALSE
314,"D","DYLAN WILLIAMS","JORDAN WILLIAMS","Burton","Blackpool","L1",1,93705,0.114285714285714,TRUE
315,"D","EIRAN CASHIN","EIRAN CASHIN","Blackburn","Brighton","PL",1,139071,0,FALSE
316,"D","ELLIS IANDOLO","ELLIS IANDOLO","Colchester","Colchester","L2",1,86929,0,FALSE
317,"D","EMMANUEL ADEGBOYEGA","EMMANUEL ADEGBOYEGA","Rotherham","Rotherham","L2",1,167565,0,FALSE
318,"D","EOGHAN O'CONNELL","EOGHAN O'CONNELL","Barnsley","Stockport","L1",1,74115,0,FALSE
319,"D","FABIAN SCHAR","FABIAN SCHAR","Newcastle","Newcastle","PL",1,65436,0,FALSE
320,"D","FEMI SERIKI","FEMI SERIKI","Sheffield United","Sheffield United","CH",1,117664,0,FALSE
321,"D","FERDI KADIOGLU","FERDI KADIOGLU","Brighton","Brighton","PL",1,94149,0,FALSE
322,"D","FILOZOFE MABETE","FILOZOFE MABETE","Swindon","Swindon","L2",1,144554,0,FALSE
323,"D","FINLEY POTTER","FINLEY POTTER","Fleetwood","Fleetwood","L2",1,174808,0,FALSE
324,"D","FRAZER BLAKE-TRACY","FRAZER BLAKE-TRACY","Mansfield","Mansfield","L1",1,122968,0,FALSE
325,"D","FREDDIE SASS","FREDDIE SASS","Accrington","Accrington","L2",1,179689,0,FALSE
327,"D","GABRIEL OTEGBAYO","GABRIEL OTEGBAYO","Sheffield Wednesday","Sheffield Wednesday","L1",1,195240,0,FALSE
328,"D","GEORGE JOHNSTON","GEORGE JOHNSTON","Bolton","Luton","L1",1,114343,0,FALSE
330,"D","GUILHERME SIQUEIRA","GUI SIQUEIRA","Sheffield Wednesday","Sheffield Wednesday","L1",1,187365,0.222222222222222,FALSE
331,"D","HABEEB OGUNNEYE","THEO JULIENNE","Newport","Arsenal","PL",1,197902,0.291452991452992,TRUE
332,"D","HAMISH DOUGLAS","HAMISH DOUGLAS","Rotherham","Rotherham","L2",1,169924,0,FALSE
333,"D","HARRISON HOLGATE","HARRISON HOLGATE","Fleetwood","Fleetwood","L2",1,116549,0,FALSE
334,"D","HARRY AMASS","HARRY AMASS","Norwich","Manchester United","PL",1,172172,0,FALSE
336,"D","HARRY SOUTTAR","HARRY SOUTTAR","Leicester","Leicester","L1",1,80788,0,FALSE
337,"D","HAYDEN COULSON","HAYDEN COULSON","Blackpool","Blackpool","L1",1,85451,0,FALSE
338,"D","HAYDON ROBERTS","HAYDON ROBERTS","Reading","Reading","L1",1,114389,0,FALSE
339,"D","HUGO BUENO","HUGO BUENO","Wolves","Wolves","CH",1,134164,0,FALSE
340,"D","IAN MAATSEN","IAN MAATSEN","Aston Villa","Aston Villa","PL",1,116348,0,FALSE
341,"D","IBOU TOURAY","IBOU TOURAY","Bradford","Bradford","L1",1,70731,0,FALSE
342,"D","ISSA DIOP","ISSA DIOP","Fulham","Ipswich","PL",1,89224,0,FALSE
343,"D","JACK FITZWATER","JACK FITZWATER","Exeter","Exeter","L2",1,87987,0,FALSE
344,"D","JACK MCMILLAN","JACK MCEVILLY","Exeter","Tranmere","L2",1,222083,0.153846153846154,TRUE
345,"D","JACK ROBINSON","JACK ROBINSON","Birmingham","Birmingham","CH",1,54554,0,FALSE
346,"D","JACK SENIOR","JACK SENIOR","Doncaster","Tranmere","L2",1,96460,0,FALSE
347,"D","JACK WHATMOUGH","JACK WHATMOUGH","Huddersfield","Huddersfield","L1",1,66115,0,FALSE
348,"D","JACOB GREAVES","JACOB GREAVES","Ipswich","Ipswich","PL",1,123112,0,FALSE
349,"D","JACOB SLATER","JACOB SLATER","Harrogate","Tranmere","L2",1,165851,0,FALSE
351,"D","JAKE O'BRIEN","JAKE O'BRIEN","Everton","Everton","PL",1,117445,0,FALSE
352,"D","JAMAL BAPTISTE","JAMAL BAPTISTE","Rotherham","Sheffield United","CH",1,126489,0,FALSE
353,"D","JAMES ABANKWAH","JAMES KAY","Watford","Sheffield Wednesday","L1",1,215095,0.221560846560847,TRUE
354,"D","JAMES CARRAGHER","JAMES CARRAGHER","Wigan","Wigan","L1",1,143699,0,FALSE
355,"D","JAMES WILSON","JAMES WILSON","Cheltenham","Cheltenham","L2",1,41453,0,FALSE
356,"D","JAMES WILSON","JAMES WILSON","Cheltenham","Tottenham","PL",1,177381,0,FALSE
357,"D","JAMIE KNIGHT-LEBEL","JAMIE GITTENS","Swindon","Chelsea","PL",1,159590,0.241517741517741,TRUE
358,"D","JAPHET TANGANGA","JAPHET TANGANGA","Sheffield United","Sheffield United","CH",1,107028,0,FALSE
359,"D","JARRAD BRANTHWAITE","JARRAD BRANTHWAITE","Everton","Everton","PL",1,119272,0,FALSE
360,"D","JASPER MOON","JASPER MOON","Burton","Port Vale","L2",1,115892,0,FALSE
361,"D","JAY MCGRATH","JAY MCGRATH","Doncaster","Doncaster","L1",1,133318,0,FALSE
362,"D","JID OKEKE","MILOS KERKEZ","Walsall","Liverpool","PL",1,141919,0.260582010582011,TRUE
363,"D","JOE FELIX","JOE FELIX","York","York","L2",1,115454,0,FALSE
364,"D","JOE THOMAS","JOE THOMAS","Newport","Newport","L2",1,195353,0,FALSE
365,"D","JOEL BAGAN","JOEL BAGAN","Cardiff","Cardiff","CH",1,129175,0,FALSE
366,"D","JOEL MCGREGOR","JOEL MCGREGOR","Swindon","Swindon","L2",1,185990,0,FALSE
367,"D","JOEL VELTMAN","JOEL COLEMAN","Brighton","Millwall","CH",1,71597,0.144444444444444,TRUE
368,"D","JON GUTHRIE","JON GUTHRIE","Northampton","Northampton","L2",1,66884,0,FALSE
369,"D","JONATHAN TOMKINSON","JONATHAN TOMKINSON","Cheltenham","Cheltenham","L2",1,133529,0,FALSE
370,"D","JORDAN BOWERY","JORDAN BOWERY","Mansfield","Mansfield","L1",1,49760,0,FALSE
371,"D","JORDAN WILLIAMS","JORDAN WILLIAMS","Portsmouth","Blackpool","L1",1,93705,0,FALSE
372,"D","JORDAN WILLIS","JORDAN WILLIS","Northampton","Northampton","L2",1,62916,0,FALSE
374,"D","JOSH EARL","JOSH EARL","Barnsley","Barnsley","L1",1,103533,0,FALSE
375,"D","JOSH FLINT","JOSH FLINT","Crawley","Crawley","L2",1,117668,0,FALSE
376,"D","JOSH TYMON","JOSH TYMON","Swansea","Swansea","CH",1,89955,0,FALSE
377,"D","JUNIOR TCHAMADEU","JUNIOR TCHAMADEU","Stoke","Stoke","CH",1,136718,0,FALSE
378,"D","KAI WAGNER","KAI PAYNE","Birmingham","Wigan","L1",1,181483,0.174074074074074,TRUE
379,"D","KAMARL GRANT","KAMARL GRANT","Millwall","Bromley","L1",1,166803,0,FALSE
380,"D","KENNY TETE","KENNY TETE","Fulham","Fulham","PL",1,75686,0,FALSE
381,"D","KYLE JOHN","KYLE JOHN","Port Vale","Port Vale","L2",1,116946,0,FALSE
382,"D","KYLE WALKER-PETERS","KYLE WALKER-PETERS","West Ham","West Ham","CH",1,90610,0,FALSE
383,"D","LAURENCE MAGUIRE","LAURENCE MAGUIRE","Milton Keynes","Rochdale","L2",1,77788,0,FALSE
384,"D","LEE JENKINS","LEE JENKINS","Newport","Newport","L2",1,108254,0,FALSE
385,"D","LENNI CIRINO","LENNY BROWN","Gillingham","Stevenage","L1",1,196051,0.243686868686869,TRUE
386,"D","LEWIS DUNK","LEWIS DUNK","Brighton","Brighton","PL",1,54394,0,FALSE
387,"D","LEWIS GIBSON","LEWIS GIBSON","Preston","Preston","CH",1,107024,0,FALSE
388,"D","LEWIS GORDON","LEWIS GORDON","Chesterfield","Chesterfield","L2",1,129180,0,FALSE
389,"D","LEWIS HALL","LEWIS HALL","Newcastle","Newcastle","PL",1,144376,0,FALSE
390,"D","LIAM COOPER","LIAM COOPER","Sheffield Wednesday","Sheffield Wednesday","L1",1,49789,0,FALSE
391,"D","LIAM PALMER","LIAM PALMER","Sheffield Wednesday","Sheffield Wednesday","L1",1,53112,0,FALSE
392,"D","LIAM SHEPHARD","LIAM SHAW","Newport","Northampton","L2",1,116452,0.165242165242165,TRUE
393,"D","LIBERATO CACACE","LIBERATO CACACE","Wrexham","Wrexham","CH",1,110626,0,FALSE
394,"D","LLOYD JONES","LLOYD JONES","Charlton","Charlton","CH",1,70093,0,FALSE
395,"D","LUCA WOODHOUSE","LUCA WOODHOUSE","Exeter","Exeter","L2",1,134888,0,FALSE
396,"D","LUKE AYLING","LUKE AYLING","Middlesbrough","Middlesbrough","CH",1,53032,0,FALSE
397,"D","LUKE BOLTON","LUKE BOLTON","Mansfield","Mansfield","L1",1,113506,0,FALSE
398,"D","LUKE BROWNE","LUKE BROWNE","Notts County","Notts County","L1",1,168048,0,FALSE
399,"D","LUKE SHAW","LUKE SHAW","Manchester United","Manchester United","PL",1,62471,0,FALSE
400,"D","LUKE THOMAS","LUKE THOMAS","Leicester","Leicester","L1",1,110302,0,FALSE
401,"M","LUKE THOMAS","LUKE THOMAS","Bristol Rovers","Leicester","L1",2,110302,0,FALSE
402,"D","LUTHER JAMES-WILDIN","LUTHER JAMES-WILDIN","Stevenage","Stevenage","L1",1,90901,0,FALSE
403,"D","MACAULEY SOUTHAM-HALES","MACAULEY SOUTHAM-HALES","Bristol Rovers","Bristol Rovers","L2",1,79114,0,FALSE
404,"D","MALDINI KACURRI","MALDINI KACURRI","Grimsby","Grimsby","L2",1,166972,0,FALSE
405,"D","MARC CUCURELLA","MARC BOLA","Chelsea","Watford","CH",1,98404,0.240740740740741,TRUE
406,"D","MARC CUCURELLA","MARC GUIU","Chelsea","Chelsea","PL",1,177693,0.240740740740741,FALSE
407,"D","MARC ROBERTS","MARC ROBERTS","Barnsley","Barnsley","L1",1,71519,0,FALSE
408,"D","MARK MCGUINNESS","MARK MCGUINNESS","Sheffield United","Sheffield United","CH",1,126311,0,FALSE
409,"D","MATHEUS NUNES","MATHEUS NUNES","Manchester City","Manchester City","PL",1,129966,0,FALSE
410,"D","MATTHEW BAKER","MATTHEW APTER","Newport","Cardiff","CH",1,170625,0.102564102564103,TRUE
411,"D","MATTHEW SORINOLA","MATTHEW SORINOLA","Plymouth","Plymouth","CH",1,108572,0,FALSE
412,"D","MATTHIJS DE LIGT","MATTHIJS DE LIGT","Manchester United","Manchester United","PL",1,94300,0,FALSE
413,"D","MATTIE POLLOCK","MATTIE POLLOCK","Watford","Watford","CH",1,116584,0,FALSE
414,"D","MATTY PLATT","MATTY PLATT","Notts County","Notts County","L1",1,96140,0,FALSE
415,"D","MAX ALLEYNE","MAX ALLEYNE","Manchester City","Manchester City","PL",1,165932,0,FALSE
416,"D","MICHAEL KAYODE","MICHAEL KAYODE","Brentford","Brentford","PL",1,171728,0,FALSE
417,"D","MICHAL HELIK","MICHAL HELIK","Oxford","Oxford","L1",1,72505,0,FALSE
418,"D","MORATO","MORATO","Nottingham Forest","Nottingham Forest","PL",1,125043,0,FALSE
419,"D","MORGAN WILLIAMS","MORGAN WILLIAMS","York","York","L2",1,114249,0,FALSE
420,"D","MURRAY WALLACE","MURRAY WALLACE","Huddersfield","Huddersfield","L1",1,58591,0,FALSE
421,"D","NATHAN ASIIMWE","NATHAN ASIIMWE","Wimbledon","Charlton","CH",1,177287,0,FALSE
422,"D","NATHAN COLLINS","NATHAN COLLINS","Brentford","Brentford","PL",1,115865,0,FALSE
423,"D","NATHAN WOOD","NATHAN WOOD","Southampton","Southampton","CH",1,114227,0,FALSE
424,"D","NEILL BYRNE","NEILL BYRNE","Doncaster","Doncaster","L1",1,60649,0,FALSE
425,"D","NIALL HUGGINS","NIALL ENNIS","Wycombe","Blackpool","L1",1,105846,0.2002072002072,TRUE
426,"D","NIKOLA MILENKOVIC","NIKOLA MILENKOVIC","Nottingham Forest","Nottingham Forest","PL",1,91609,0,FALSE
427,"D","NOAH EILE","NOAH EILE","Bristol City","Bristol City","CH",1,129641,0,FALSE
428,"D","OLIVER CASEY","OLIVER CASEY","Blackpool","Blackpool","L1",1,127044,0,FALSE
429,"D","OLIVIER BOSCAGLI","OLIVIER BOSCAGLI","Brighton","Brighton","PL",1,81161,0,FALSE
430,"D","OMAR ALDERETE","OMAR ALDERETE","Sunderland","Sunderland","PL",1,117360,0,FALSE
431,"D","PATRICK BROUGH","PATRICK BROUGH","Tranmere","Tranmere","L2",1,71332,0,FALSE
432,"D","PETER KIOSO","PETER KIOSO","Peterborough","Peterborough","L1",1,114193,0,FALSE
433,"D","PIERO HINCAPIE","PIERO HINCAPIE","Arsenal","Arsenal","PL",1,139591,0,FALSE
434,"D","RADINIO BALKER","RADINIO BALKER","Huddersfield","Huddersfield","L1",1,140158,0,FALSE
435,"D","REECE BURKE","REECE BURKE","Charlton","Charlton","CH",1,74210,0,FALSE
436,"D","REECE JOHNSON","BEN JOHNSON","Sheffield Wednesday","Ipswich","PL",1,97116,0.163170163170163,TRUE
437,"D","REECE JOHNSON","JOE JOHNSON","Sheffield Wednesday","Luton","L1",1,174390,0.163170163170163,TRUE
438,"D","REUELL WALTERS","REUELL WALTERS","Luton","Luton","L1",1,144842,0,FALSE
439,"D","RHYS NORRINGTON-DAVIES","RHYS NORRINGTON-DAVIES","QPR","Sheffield United","CH",1,110103,0,FALSE
440,"D","RICCARDO CALAFIORI","RICCARDO CALAFIORI","Arsenal","Arsenal","PL",1,126171,0,FALSE
441,"D","RICHARD TAYLOR","RICHARD TAYLOR","Bolton","Bromley","L1",1,124383,0,FALSE
442,"D","RICO BROWNE","RICO BROWNE","Walsall","Walsall","L2",1,178851,0,FALSE
443,"D","RILEY HARBOTTLE","RILEY HARBOTTLE","Bristol Rovers","Bristol Rovers","L2",1,138595,0,FALSE
444,"D","ROB DICKIE","ROB DICKIE","Bristol City","Bristol City","CH",1,81572,0,FALSE
445,"D","ROMONEY CRICHLOW","ROMONEY CRICHLOW-NOBLE","Barnet","Barnet","L2",1,118639,0.0909090909090908,FALSE
446,"D","RONNIE EDWARDS","RONNIE EDWARDS","Southampton","QPR","CH",1,128422,0,FALSE
447,"D","ROSAIRE LONGELO","ROSAIRE LONGELO","Salford","Salford","L2",1,108801,0,FALSE
448,"D","RUBEN ROOSKEN","RUBEN ROOSKEN","Huddersfield","Oxford","L1",1,122128,0,FALSE
449,"D","RYAN ALEBIOSU","RYAN ALEBIOSU","Blackburn","Blackburn","CH",1,133535,0,FALSE
450,"D","RYAN DELANEY","RYAN DELANEY","Newport","Oldham","L2",1,91489,0,FALSE
451,"D","RYAN GALVIN","RYAN GLOVER","Barnet","Stockport","L1",1,135760,0.181818181818182,TRUE
452,"D","RYLEY TOWLER","RYLEY TOWLER","Lincoln","Lincoln","CH",1,133357,0,FALSE
453,"D","SAM BECKWITH","SAM BECKWITH","Rochdale","Rochdale","L2",1,133323,0,FALSE
454,"D","SAM GALE","SAM GALE","Gillingham","Gillingham","L2",1,146870,0,FALSE
455,"D","SAM LONG","SAM LONG","Oxford","Oxford","L1",1,66125,0,FALSE
456,"D","SAM LONG","SAM LONG","Oxford","Salford","L2",1,133396,0,FALSE
457,"D","SAM MCCALLUM","SAM MCCALLUM","Sheffield United","Sheffield United","CH",1,116152,0,FALSE
458,"D","SCOTT MALONE","SCOTT MALONE","Crawley","Crawley","L2",1,52926,0,FALSE
459,"D","SEAN FUSIRE","SEAN FUSIRE","Sheffield Wednesday","Sheffield Wednesday","L1",1,167890,0,FALSE
460,"D","SEMI AJAYI","SEMI AJAYI","Hull","Hull","CH",1,68485,0,FALSE
461,"D","SHAUN ROONEY","SHAUN ROONEY","Fleetwood","Fleetwood","L2",1,71215,0,FALSE
462,"D","SONNY ALJOFREE","SONNY CAREY","Notts County","Charlton","CH",1,123491,0.17965367965368,TRUE
463,"D","STEVE COOK","STEVE COOK","QPR","Wycombe","L1",1,49993,0,FALSE
464,"D","STEVE SEDDON","STEVE SEDDON","Wimbledon","Wimbledon","L1",1,110473,0,FALSE
465,"D","TAYLOR ALLEN","TAYLOR ALLEN","Wycombe","Wycombe","L1",1,118344,0,FALSE
466,"D","TEDEN MENGI","TEDEN MENGI","Luton","Luton","L1",1,125648,0,FALSE
467,"D","TERENCE VANCOOTEN","TERENCE VANCOOTEN","Burton","Stevenage","L1",1,89030,0,FALSE
468,"D","TOBI ADEBAYO-ROWLING","TOBI ADEBAYO-ROWLING","Rochdale","Rochdale","L2",1,81936,0,FALSE
469,"D","TOBY MULLARKEY","TOBY COLLYER","Fleetwood","Manchester United","PL",1,135067,0.184126984126984,TRUE
470,"D","TOM ANDERSON","TOM ANDERSON","Shrewsbury","Shrewsbury","L2",1,66027,0,FALSE
471,"D","TOM DAVIES","TOM DAVIES","Newport","Sheffield United","CH",1,90902,0,FALSE
472,"D","TOM DAVIES","TOM DAVIES","Newport","Newport","L2",1,143938,0,FALSE
473,"D","TOM NIXON","TOM NIXON","Doncaster","Doncaster","L1",1,143950,0,FALSE
474,"D","TOM PEARCE","TOM PEARCE","Chesterfield","Chesterfield","L2",1,110109,0,FALSE
475,"D","TYLER BINDON","TYLER BINDON","Sheffield United","Nottingham Forest","PL",1,181965,0,FALSE
476,"D","TYRELL WARREN","TYLER WALTON","Grimsby","Accrington","L2",1,94182,0.232478632478633,TRUE
477,"D","TYRONE MINGS","TYRONE MINGS","Aston Villa","Aston Villa","PL",1,69420,0,FALSE
478,"D","WARREN BURRELL","RUMARN BURRELL","Harrogate","QPR","CH",1,116585,0.123015873015873,TRUE
479,"D","WILL FORRESTER","WILL FORRESTER","Leyton Orient","Leyton Orient","L1",1,115852,0,FALSE
480,"D","WILL WRIGHT","WILL WRIGHT","Swindon","Barnet","L2",1,114159,0,FALSE
481,"D","WILL WRIGHT","WILL WRIGHT","Swindon","Liverpool","PL",1,199362,0,FALSE
482,"D","WILLIAM SALIBA","WILLIAM SALIBA","Arsenal","Arsenal","PL",1,114630,0,FALSE
483,"D","WOUT FAES","WOUT FAES","Leicester","Leicester","L1",1,92706,0,FALSE
484,"D","ZAC ASHWORTH","ZAC ASHWORTH","Blackpool","Blackpool","L1",1,134569,0,FALSE
485,"D","ZACH AWE","ZACH AWE","Salford","Salford","L2",1,149195,0,FALSE
486,"D","ZAK BRADSHAW","ZAK BRADSHAW","Cambridge","Cambridge","L1",1,160029,0,FALSE
487,"D","ZAK JOHNSON","ZAK JOHNSON","York","Sunderland","PL",1,145321,0,FALSE
488,"D","ZAK JULES","ZACK NELSON","Rotherham","Wimbledon","L1",1,165854,0.242905242905243,TRUE
489,"D","ZAK STURGE","ZAK STURGE","Millwall","Millwall","CH",1,162890,0,FALSE
490,"M","ANTOINE SEMENYO","ANTOINE SEMENYO","Manchester City","Manchester City","PL",21,110364,0,FALSE
491,"M","ISAAC HUTCHINSON","ISAAC HUTCHINSON","Cheltenham","Doncaster","L1",19,107789,0,FALSE
492,"M","MORGAN GIBBS-WHITE","MORGAN GIBBS-WHITE","Nottingham Forest","Nottingham Forest","PL",18,96377,0,FALSE
493,"M","ANTHONY GORDON","ANTHONY GLENNON","Newcastle","Newport","L2",17,120059,0.190620490620491,TRUE
494,"M","HARVEY BARNES","HARVEY BARNES","Newcastle","Newcastle","PL",16,95981,0,FALSE
495,"M","JACK CLARKE","JACK CLARKE","Ipswich","Ipswich","PL",16,110112,0,FALSE
496,"M","JOSH WINDASS","JOSH WINDASS","Wrexham","Wrexham","CH",16,70939,0,FALSE
497,"M","KIERAN GREEN","KIERAN GREEN","Grimsby","Grimsby","L2",16,78431,0,FALSE
498,"M","OWEN BAILEY","OWEN BAILEY","Doncaster","Doncaster","L1",16,107779,0,FALSE
499,"M","DAVIS KEILLOR-DUNN","DAVIS KEILLOR-DUNN","Barnsley","Wrexham","CH",15,94073,0,FALSE
500,"M","ENZO FERNANDEZ","ENZO FERNANDEZ","Chelsea","Chelsea","PL",15,146709,0,FALSE
501,"M","ALEX NEWBY","ALEX NEWBY","York","York","L2",14,85716,0,FALSE
502,"M","MORGAN WHITTAKER","MORGAN WHITTAKER","Middlesbrough","Middlesbrough","CH",14,124219,0,FALSE
503,"M","DOMINIK SZOBOSZLAI","DOMINIK SZOBOSZLAI","Liverpool","Liverpool","PL",13,103053,0,FALSE
504,"M","JACK PAYNE","JACK PAYNE","Colchester","Colchester","L2",13,71250,0,FALSE
505,"M","JADEN PHILOGENE","JADEN PHILOGENE","Ipswich","Ipswich","PL",13,125084,0,FALSE
506,"M","MORGAN ROGERS","MORGAN ROGERS","Aston Villa","Chelsea","PL",13,108099,0,FALSE
507,"M","RYAN GRAYDON","RYAN GRAYDON","Salford","Salford","L2",13,116020,0,FALSE
509,"M","FINN AZAZ","FINN AZAZ","Southampton","Southampton","CH",12,100081,0,FALSE
510,"M","HARRY ANDERSON","HARRY ANDERSON","Colchester","Colchester","L2",12,77349,0,FALSE
511,"M","JACK MOYLAN","JACK MOYLAN","Lincoln","Lincoln","CH",12,137208,0,FALSE
512,"M","JORDAN CLARK","JORDAN CLARK","Luton","Luton","L1",12,59377,0,FALSE
513,"M","LEO CASTLEDINE","LEO CASTLEDINE","Middlesbrough","Middlesbrough","CH",12,165948,0,FALSE
514,"M","LEWIS WING","LEWIS WING","Reading","Reading","L1",12,107315,0,FALSE
515,"M","MOHAMED SALAH","MOHAMED KEITA","Liverpool","Wycombe","L1",12,218788,0.205128205128205,TRUE
516,"M","ZIAN FLEMMING","ZIAN FLEMMING","Burnley","Burnley","CH",12,112925,0,FALSE
517,"M","ADAM PHILLIPS","ADAM PHILLIPS","Barnsley","Bradford","L1",11,108097,0,FALSE
518,"M","ANIS MEHMETI","ANIS MEHMETI","Ipswich","Ipswich","PL",11,134964,0,FALSE
519,"M","ANTONI SARCEVIC","ANTONI SARCEVIC","Bradford","Bradford","L1",11,56263,0,FALSE
520,"M","BEN KNIGHT","BEN KNIGHT","Cambridge","Cambridge","L1",11,116340,0,FALSE
521,"M","BUKAYO SAKA","BUKAYO SAKA","Arsenal","Arsenal","PL",11,116143,0,FALSE
522,"M","CHARLIE WHITAKER","CHARLIE WHITAKER","Tranmere","Tranmere","L2",11,142753,0,FALSE
523,"M","COLE PALMER","COLE PALMER","Chelsea","Chelsea","PL",11,125454,0,FALSE
524,"M","FEMI AZEEZ","FEMI AZEEZ","Millwall","Millwall","CH",11,117678,0,FALSE
525,"M","GABRIEL MARTINELLI","GABRIEL MARTINELLI","Arsenal","Arsenal","PL",11,122095,0,FALSE
527,"M","JARROD BOWEN","JARROD BOWEN","West Ham","West Ham","CH",11,74852,0,FALSE
528,"M","JORDAN JAMES","AARON JAMES","Leicester","Wrexham","CH",11,165140,0.119191919191919,TRUE
529,"M","KYREECE LISBIE","KYREECE LISBIE","Colchester","Reading","L1",11,204014,0,FALSE
530,"M","KYRELL LISBIE","KYRELL LISBIE","Peterborough","Millwall","CH",11,174039,0,FALSE
531,"M","LEWIS DOBBIN","LEWIS DOBBIN","Preston","Southampton","CH",11,125638,0,FALSE
532,"M","OMARI KELLYMAN","OMARI KELLYMAN","Cardiff","Chelsea","PL",11,146883,0,FALSE
