"link","id","team_id","Team"
"ETHAN SUTCLIFFE",137706,4194,NA
"REMI ONABANJO",166528,4194,NA
"JOLA LAHAN",169597,4194,NA
"JIMMY BALL",94572,4194,NA
"JAKE REEVES",60997,4194,NA
"ALEX WOODYARD",54534,4194,NA
"ARMANI LITTLE",107795,4194,NA
"ALFIE BENDLE",143907,4194,NA
"QUAINE BARTLEY",144833,4194,NA
"HARRY GRIFFITHS",166642,4194,NA
"JOSH HALLARD",145670,4194,NA
"MARCEL CAMPBELL",145661,4194,NA
"MORGAN WILLIAMS",145669,4194,NA
"ARON SASU",145660,4194,NA
"OMAR BUGIEL",101305,4194,NA
"RYAN MCLEAN",138025,4194,NA
"JOSH NEUFVILLE",108271,4194,NA
"JAMES TILLEY",82566,4194,NA
"JOSH DAVISON",126162,4194,NA
"ALI IBRAHIM AL-HAMADI",146038,4194,NA
"OBED YEBOAH",175999,4194,NA
"ALEX BASS",77168,4194,NA
"JOE LEWIS",115461,4194,NA
"ARMANI LITTLE",107795,4194,NA
"WILL NIGHTINGALE",74312,4194,NA
"ZACH ROBINSON",126367,4194,NA
